l,TT
509,2457.9282904128095
510,2462.3991368484117
511,2466.652952816645
512,2470.7055052564892
513,2474.5428461873244
514,2478.16588263282
515,2481.575519736187
516,2484.7726605702996
517,2487.75077759304
518,2490.5033407997166
519,2493.0386742234946
520,2495.3428139830144
521,2497.424078182922
522,2499.275924963021
523,2500.8918090017683
524,2502.2874663738276
525,2503.4489159100995
526,2504.391885817647
527,2505.109815053116
528,2505.603566557223
529,2505.873998747307
530,2505.9293937206367
531,2505.7557437175783
532,2505.368749449418
533,2504.7618215352677
534,2503.928365454663
535,2502.8840665138587
536,2501.614891323713
537,2500.136514545716
538,2498.442320398855
539,2496.540544384129
540,2494.4171315212216
541,2492.095163152909
542,2489.568001809494
543,2486.8290046404063
544,2483.893808509039
545,2480.7631882985074
546,2477.4304853312337
547,2473.903892500608
548,2470.1841693119477
549,2466.2720703343816
550,2462.168345311475
551,2457.8884860397498
552,2453.417826570959
553,2448.7712999673727
554,2443.9564066273747
555,2438.9657860751136
556,2433.79950215365
557,2428.479899869227
558,2422.9921787332773
559,2417.3438197075434
560,2411.5348719442322
561,2405.5802379749002
562,2399.465103743061
563,2393.2043655353077
564,2386.8054883533196
565,2380.2536493299144
566,2373.563736289907
567,2366.743206099848
568,2359.7846564100714
569,2352.6955391387987
570,2345.47587549491
571,2338.13311274208
572,2330.6746959020834
573,2323.100639447915
574,2315.4109556872404
575,2307.6279398362603
576,2299.7367432309716
577,2291.7596568333443
578,2283.689256073588
579,2275.5329709374732
580,2267.298229243548
581,2258.992456613384
582,2250.615648084847
583,2242.167796419932
584,2233.6637487577636
585,2225.1034931619374
586,2216.4870152661474
587,2207.821726567346
588,2199.1224643674673
589,2190.3743499637426
590,2181.5996437434173
591,2172.798318326177
592,2163.9703435623205
593,2155.123114834464
594,2146.256596313526
595,2137.3856059719674
596,2128.510102152205
597,2119.630040244335
598,2110.7528010222186
599,2101.885762288453
600,2093.028870529384
601,2084.1968135705447
602,2075.3741132685304
603,2066.589746285948
604,2057.828116350343
605,2049.095909469333
606,2040.4072373053639
607,2031.7539238623776
608,2023.1500756873693
609,2014.6023685816872
610,2006.095191024848
611,1997.657499462786
612,1989.2736782521238
613,1980.9503949704558
614,1972.709172234308
615,1964.5269610748478
616,1956.4327096776185
617,1948.4182233739662
618,1940.4901632943192
619,1932.647761525115
620,1924.8976780221842
621,1917.2540008278156
622,1909.708532889973
623,1902.26050568561
624,1894.9240077942497
625,1887.698271720266
626,1880.5899591657865
627,1873.590876199914
628,1866.7225435769806
629,1859.9693417968194
630,1853.3453664643441
631,1846.8498583892517
632,1840.4820604807355
633,1834.256074634385
634,1828.163720158779
635,1822.2116756953494
636,1816.406622676648
637,1810.7478171245104
638,1805.2345181379192
639,1799.8734163697195
640,1794.6637774411695
641,1789.6122987459075
642,1784.7108244910055
643,1779.9809158786122
644,1775.3995676720444
645,1770.9883484560105
646,1766.7465455304896
647,1762.666021646631
648,1758.753500082606
649,1755.0082796081813
650,1751.444519541589
651,1748.0466651398135
652,1744.821432522711
653,1741.7755371222725
654,1738.9082698145364
655,1736.2263535910313
656,1733.7142301241543
657,1731.3860581816386
658,1729.2411434850205
659,1727.2787953682698
660,1725.49832673501
661,1723.8990540157263
662,1722.4877254761077
663,1721.2562361261416
664,1720.2113410835407
665,1719.3523704888023
666,1718.6712294751442
667,1718.1746831940168
668,1717.8695000948346
669,1717.7401668604907
670,1717.8008868519228
671,1718.0435816561567
672,1718.467604494442
673,1719.0723118867513
674,1719.8570636743473
675,1720.8286514005272
676,1721.9790132983298
677,1723.3075193876482
678,1724.806114828867
679,1726.4890333855524
680,1728.3482273918962
681,1730.375652879296
682,1732.5706980088619
683,1734.940183159592
684,1737.483504321369
685,1740.1852048429
686,1743.052117285129
687,1746.0836501256395
688,1749.2792162167473
689,1752.638232894955
690,1756.1526937409167
691,1759.8220253900267
692,1763.645659291244
693,1767.6230318142545
694,1771.7461560035615
695,1776.0219067298726
696,1780.4274506846557
697,1784.9845299732535
698,1789.6703219962403
699,1794.4991513794805
700,1799.4556348913914
701,1804.5393485280265
702,1809.742833281871
703,1815.0735894671345
704,1820.5316947784165
705,1826.0949476114984
706,1831.7857222258392
707,1837.5818285404723
708,1843.4833672735815
709,1849.4978732176119
710,1855.6106018021094
711,1861.82167079704
712,1868.1386319029605
713,1874.5393289286924
714,1881.0313245110246
715,1887.6147582702613
716,1894.2749183562757
717,1901.0119547357874
718,1907.8260223686548
719,1914.7098527255234
720,1921.6636103479948
721,1928.6800360002603
722,1935.7593032149496
723,1942.9015897822403
724,1950.0996492337827
725,1957.3536673730473
726,1964.6564054011997
727,1972.0080564413804
728,1979.4088170105151
729,1986.8366017897868
730,1994.3064702478794
731,2001.8111996611008
732,2009.3361416377033
733,2016.8889353452073
734,2024.4623655887326
735,2032.0417909948162
736,2039.6422856008774
737,2047.2417835464648
738,2054.8479340748363
739,2062.453531287133
740,2070.0513707053333
741,2077.634249141854
742,2085.2023929268557
743,2092.7560294427235
744,2100.280530316136
745,2107.776124719538
746,2115.2356142288
747,2122.6592294399657
748,2130.0397731927233
749,2137.377477202381
750,2144.6651452980605
751,2151.8956773090144
752,2159.0623557881286
753,2166.173415899037
754,2173.222236388212
755,2180.202196253944
756,2187.106674719146
757,2193.9513362585753
758,2200.722132126532
759,2207.4198704400924
760,2214.0379311116358
761,2220.5771225334265
762,2227.0308248612596
763,2233.3998466984062
764,2239.6701400268803
765,2245.84251358828
766,2251.9177761602573
767,2257.8818798294105
768,2263.74306171171
769,2269.479845465068
770,2275.107896400492
771,2280.6131662827734
772,2285.9890350282426
773,2291.2437389946567
774,2296.3632291623608
775,2301.348312810409
776,2306.207225083422
777,2310.9333438499916
778,2315.527474654546
779,2319.9904222601303
780,2324.3155621831497
781,2328.511125621174
782,2332.5630575709906
783,2336.4795867918915
784,2340.2466555587644
785,2343.865061261107
786,2347.320742843409
787,2350.621922391893
788,2353.76196321341
789,2356.7267980111
790,2359.532070456952
791,2362.163708207702
792,2364.629921171795
793,2366.9240595714014
794,2369.0468988052703
795,2370.991782559958
796,2372.7669076727366
797,2374.3730388942395
798,2375.8035087039157
799,2377.0665021790724
800,2378.155343415827
801,2379.0707829030366
802,2379.821004844297
803,2380.391906103876
804,2380.791663655364
805,2381.006164331355
806,2381.02871808344
807,2380.8600578495493
808,2380.5009110799106
809,2379.9445712722895
810,2379.1917545676656
811,2378.243171305147
812,2377.1143826378834
813,2375.7986587076753
814,2374.304120332635
815,2372.6388822537265
816,2370.803624742151
817,2368.7915935675237
818,2366.6034566769313
819,2364.232447483174
820,2361.6717932136694
821,2358.914714918697
822,2355.961855839095
823,2352.8064247319776
824,2349.45648095599
825,2345.9200778130667
826,2342.1978342476286
827,2338.2977916031214
828,2334.220556983491
829,2329.9815883712145
830,2325.5814812981803
831,2321.0208256219953
832,2316.2927772547537
833,2311.3904865948216
834,2306.321955310677
835,2301.072894674123
836,2295.6364390461804
837,2290.020574312011
838,2284.233281264225
839,2278.2602506344692
840,2272.1317383259725
841,2265.8408536385045
842,2259.395557794765
843,2252.796378960738
844,2246.0661257138768
845,2239.183031953755
846,2232.1624688131524
847,2224.990089559322
848,2217.6738280942673
849,2210.2067572468945
850,2202.5819455117385
851,2194.8146484837066
852,2186.8974578373745
853,2178.8377240481905
854,2170.635365008751
855,2162.312579443153
856,2153.854420113964
857,2145.2830773296473
858,2136.5984521437963
859,2127.8004414038487
860,2118.888937746224
861,2109.8712579393755
862,2100.739857824017
863,2091.509474054074
864,2082.1725539841686
865,2072.72896905948
866,2063.193443155307
867,2053.5509824659603
868,2043.8088739485613
869,2033.97440026662
870,2024.0399830867202
871,2014.0128964801495
872,2003.900410227037
873,1993.6949331250316
874,1983.4111547547948
875,1973.0489037485347
876,1962.6154328665275
877,1952.1105623287904
878,1941.5563932550258
879,1930.9378809086522
880,1920.26968990246
881,1909.5441958078545
882,1898.7760553251294
883,1887.9576362586265
884,1877.0887310023704
885,1866.176556632678
886,1855.2208983082107
887,1844.221537728636
888,1833.1931099512415
889,1822.12053341306
890,1811.0258652140155
891,1799.9014461025322
892,1788.7544707215309
893,1777.584702708418
894,1766.4067599023977
895,1755.2055444048974
896,1744.0030978986094
897,1732.7917466663805
898,1721.57867186764
899,1710.371053016059
900,1699.1686398100949
901,1687.971087707154
902,1676.7925359315957
903,1665.6321731355724
904,1654.4891872437356
905,1643.3701939883817
906,1632.2743803928547
907,1621.2157900046286
908,1610.1861813242585
909,1599.1921697341636
910,1588.232942622218
911,1577.315116252937
912,1566.4453075837878
913,1555.622706076976
914,1544.846502206826
915,1534.1158876116745
916,1523.4449119407377
917,1512.8253412434542
918,1502.2563715051078
919,1491.7520571255752
920,1481.311597640597
921,1470.9267661880142
922,1460.611623018461
923,1450.3728021977997
924,1440.194655003888
925,1430.0986768197959
926,1420.0766520669033
927,1410.1352243860854
928,1400.2810400114834
929,1390.5133194894001
930,1380.8312860928868
931,1371.234165881619
932,1361.736044458185
933,1352.3287252689347
934,1343.0188714040535
935,1333.80572059279
936,1324.6885135972823
937,1315.673922604428
938,1306.7611945655005
939,1297.9570079357125
940,1289.2531876619175
941,1280.663846972145
942,1272.1808173126253
943,1263.8107901382318
944,1255.5530319019542
945,1247.4142407970357
946,1239.3862617495918
947,1231.4832282152797
948,1223.6969921255363
949,1216.0268373388715
950,1208.4869080441738
951,1201.0690587300282
952,1193.7725426385084
953,1186.604036833564
954,1179.55536555101
955,1172.6406420182705
956,1165.8516984244995
957,1159.1952277464916
958,1152.663070425255
959,1146.2619278473328
960,1139.9985057271633
961,1133.8646574917395
962,1127.8670977687868
963,1122.0051174248986
964,1116.278012006041
965,1110.685081828801
966,1105.2256320722374
967,1099.9064012201725
968,1094.7192761022302
969,1089.6710053859322
970,1084.760914615884
971,1079.980906302091
972,1075.3377450569237
973,1070.8307726280225
974,1066.4667646794123
975,1062.230217467628
976,1058.1279180163965
977,1054.1666591346896
978,1050.3383827802404
979,1046.642465169119
980,1043.0857168290065
981,1039.6600975958177
982,1036.3650017056204
983,1033.1998294790621
984,1030.1714156995658
985,1027.2717445835865
986,1024.500234845258
987,1021.8637397030518
988,1019.3542618283564
989,1016.9712383881815
990,1014.7141126794817
991,1012.5823341063781
992,1010.5827865003645
993,1008.7000746821043
994,1006.9485228689808
995,1005.312747822095
996,1003.7996572404362
997,1002.4087362959978
998,1001.1394759141338
999,999.9839443477315
1000,998.9490721470619
1001,998.0195899345566
1002,997.2102656017914
1003,996.5062385773555
1004,995.9149385685308
1005,995.4215153583626
1006,995.0408371531897
1007,994.7580636741134
1008,994.5806445003487
1009,994.5086055584339
1010,994.5271206612395
1011,994.6510814982288
1012,994.8656707221481
1013,995.1709319395643
1014,995.5817696006452
1015,996.075950438307
1016,996.6683868630817
1017,997.3591384055226
1018,998.1334116124463
1019,998.998701696767
1020,999.9550790376584
1021,1000.9951890844785
1022,1002.1191089641226
1023,1003.3120623401685
1024,1004.588989427401
1025,1005.9276917557597
1026,1007.3431155922157
1027,1008.820496711048
1028,1010.3599304209565
1029,1011.9763714936502
1030,1013.6476356435331
1031,1015.3886829643092
1032,1017.1847627133102
1033,1019.0508400523113
1034,1020.9721691863303
1035,1022.9562917578734
1036,1024.988466689328
1037,1027.0613835289255
1038,1029.190019096937
1039,1031.3596389799984
1040,1033.5629392284552
1041,1035.807474652357
1042,1038.0859453654837
1043,1040.3910534297788
1044,1042.7377878485784
1045,1045.1114260555232
1046,1047.5121039545556
1047,1049.9399591554152
1048,1052.3951309068161
1049,1054.8703316762565
1050,1057.3657037771798
1051,1059.8740456308399
1052,1062.3959175039947
1053,1064.931963955677
1054,1067.482830708684
1055,1070.034307855549
1056,1072.5944715118037
1057,1075.1565419622143
1058,1077.7211686044639
1059,1080.2815731370454
1060,1082.8458344939113
1061,1085.4071753229591
1062,1087.9662469119799
1063,1090.51627235922
1064,1093.0579031409977
1065,1095.5843622746006
1066,1098.1037292289664
1067,1100.6017980301826
1068,1103.0940755671227
1069,1105.5589262905553
1070,1108.0118555648382
1071,1110.438654363086
1072,1112.8473975649583
1073,1115.2238737002388
1074,1117.576154894884
1075,1119.8974549642296
1076,1122.1958426587958
1077,1124.4570997586438
1078,1126.6892910217243
1079,1128.8781939309106
1080,1131.0392969964046
1081,1133.1583728069338
1082,1135.2360479874076
1083,1137.2729463579199
1084,1139.2696887969805
1085,1141.2194647585736
1086,1143.1228888443795
1087,1144.9805723299535
1088,1146.7856946958973
1089,1148.538860215008
1090,1150.2406694941242
1091,1151.8917193718435
1092,1153.4851744717614
1093,1155.0216238123335
1094,1156.5016523719469
1095,1157.9258410102293
1096,1159.2873380451035
1097,1160.5941442368087
1098,1161.8393993260604
1099,1163.0162386795128
1100,1164.1400782911303
1101,1165.1892018449012
1102,1166.1790859045398
1103,1167.0955030019675
1104,1167.9539345020635
1105,1168.7401437765773
1106,1169.4547462858152
1107,1170.1057812125457
1108,1170.678998048798
1109,1171.1898550387173
1110,1171.624092370631
1111,1171.9897306254747
1112,1172.2799290244693
1113,1172.5026988309457
1114,1172.6511899517127
1115,1172.7259759913684
1116,1172.7276259064668
1117,1172.6567040104621
1118,1172.5137699788681
1119,1172.2919505040777
1120,1171.991796000575
1121,1171.6212806090286
1122,1171.173517148778
1123,1170.649042170767
1124,1170.055815958479
1125,1169.3795091264856
1126,1168.6206443697286
1127,1167.7945964599417
1128,1166.8944504891576
1129,1165.913286913517
1130,1164.8664665953813
1131,1163.7396323412875
1132,1162.540707341805
1133,1161.270181757147
1134,1159.9211127024023
1135,1158.5014092823028
1136,1157.011547523448
1137,1155.444570356447
1138,1153.8083726482078
1139,1152.1034161323732
1140,1150.315301040175
1141,1148.4667645334923
1142,1146.543397184169
1143,1144.5530697586476
1144,1142.4887914505005
1145,1140.3584232666758
1146,1138.1623929638024
1147,1135.9011233876265
1148,1133.5676041144159
1149,1131.1696764961537
1150,1128.70774860734
1151,1126.1821633725554
1152,1123.5930179001746
1153,1120.94777251223
1154,1118.2315975799665
1155,1115.4593719929696
1156,1112.6236847294915
1157,1109.7319766346677
1158,1106.784255401781
1159,1103.7805239597214
1160,1100.7207805154903
1161,1097.6050186020866
1162,1094.440655482064
1163,1091.220247155536
1164,1087.9512018253552
1165,1084.6334949159282
1166,1081.2596691480853
1167,1077.8371196699006
1168,1074.365809091069
1169,1070.8531242734339
1170,1067.291591374963
1171,1063.6885893499552
1172,1060.044065001736
1173,1056.3579614403184
1174,1052.6302181935005
1175,1048.8607713213312
1176,1045.0569818838815
1177,1041.2187793609785
1178,1037.338661774806
1179,1033.4314092155153
1180,1029.489513865983
1181,1025.512893530349
1182,1021.5088917624703
1183,1017.4774212944246
1184,1013.4183925159534
1185,1009.3317136034959
1186,1005.2172906487186
1187,1001.082456136462
1188,996.9271123707912
1189,992.7511599503508
1190,988.5470695414981
1191,984.3370237509554
1192,980.1060620927492
1193,975.8615079069725
1194,971.6106834231898
1195,967.3460531713256
1196,963.0675091409025
1197,958.7823708865333
1198,954.4979572800879
1199,950.2067299094933
1200,945.9085782256496
1201,941.6107520616399
1202,937.3128023006918
1203,933.0142120348764
1204,928.7218925732172
1205,924.4278984721616
1206,920.1391410151391
1207,915.8551032378721
1208,911.5826967026148
1209,907.3214048692812
1210,903.0632831651699
1211,898.8152441037713
1212,894.5842006508997
1213,890.3622095896474
1214,886.1561849859232
1215,881.9730415518337
1216,877.7974096584214
1217,873.6436338507755
1218,869.5112028100162
1219,865.3996061176668
1220,861.3009059698956
1221,857.2368789941229
1222,853.1847328129546
1223,849.1662463149057
1224,845.1660578708456
1225,841.198520557092
1226,837.2557037762961
1227,833.3445350832518
1228,829.4645152107291
1229,825.6225748486631
1230,821.8107896742524
1231,818.0286654857443
1232,814.2831382876611
1233,810.5811460279385
1234,806.9073436366784
1235,803.2761015694367
1236,799.6795074489405
1237,796.1245079116094
1238,792.6106236537219
1239,789.1373778800553
1240,785.7042964035447
1241,782.3183360962464
1242,778.9790282903609
1243,775.6784788803161
1244,772.4236534758833
1245,769.2140924537949
1246,766.0567677603171
1247,762.9437979619728
1248,759.8821617471023
1249,756.8639846242003
1250,753.9036807709568
1251,750.9859413384019
1252,748.1176929762967
1253,745.3058528937789
1254,742.5424855873953
1255,739.8345163275254
1256,737.181446189706
1257,734.5827804833388
1258,732.0380288262897
1259,729.5392768651448
1260,727.108328092665
1261,724.7224204070037
1262,722.3959380215146
1263,720.1284130652651
1264,717.9119539806325
1265,715.7535306163923
1266,713.6452608639821
1267,711.6015524409045
1268,709.6145328162488
1269,707.6837626336037
1270,705.8088073776421
1271,703.9892373859494
1272,702.2320562061813
1273,700.5294155474177
1274,698.8801574933237
1275,697.2913001651281
1276,695.7602096696219
1277,694.2864854440269
1278,692.8697317314761
1279,691.5095575578815
1280,690.2063195403898
1281,688.9596361875775
1282,687.7691307018019
1283,686.6344309438775
1284,685.5551693953837
1285,684.5317259539017
1286,683.5629993863434
1287,682.6493786259161
1288,681.789771387628
1289,680.9838326279761
1290,680.2327073338478
1291,679.5345734657631
1292,678.8890989211673
1293,678.2959558175007
1294,677.7555632805211
1295,677.2653732228528
1296,676.8265558134253
1297,676.4373139171626
1298,676.0980828958964
1299,675.8070735548953
1300,675.5639862756939
1301,675.3685717358488
