l,TT
5.840000000000000000e+02,2.233525027859428064e+03
5.850000000000000000e+02,2.224966492053176353e+03
5.860000000000000000e+02,2.216351772197921946e+03
5.870000000000000000e+02,2.207688279571851126e+03
5.880000000000000000e+02,2.198990851230764292e+03
5.890000000000000000e+02,2.190244608199582217e+03
5.900000000000000000e+02,2.181471810568239107e+03
5.910000000000000000e+02,2.172672430635279397e+03
5.920000000000000000e+02,2.163846437907186555e+03
5.930000000000000000e+02,2.155001227401236520e+03
5.940000000000000000e+02,2.146136762902611736e+03
5.950000000000000000e+02,2.137267861978757992e+03
5.960000000000000000e+02,2.128394482548900669e+03
5.970000000000000000e+02,2.119516579562844981e+03
5.980000000000000000e+02,2.110641533338130557e+03
5.990000000000000000e+02,2.101776721206045750e+03
6.000000000000000000e+02,2.092922089167665945e+03
6.010000000000000000e+02,2.084092324205794739e+03
6.020000000000000000e+02,2.075271945944325125e+03
6.030000000000000000e+02,2.066489928457658607e+03
6.040000000000000000e+02,2.057730672875082291e+03
6.050000000000000000e+02,2.049000862596835304e+03
6.060000000000000000e+02,2.040314606669773639e+03
6.070000000000000000e+02,2.031663726474935629e+03
6.080000000000000000e+02,2.023062325929980943e+03
6.090000000000000000e+02,2.014517078201350387e+03
6.100000000000000000e+02,2.006012369128935688e+03
6.110000000000000000e+02,1.997577152515166290e+03
6.120000000000000000e+02,1.989195810070108791e+03
6.130000000000000000e+02,1.980875006722567377e+03
6.140000000000000000e+02,1.972636262438854601e+03
6.150000000000000000e+02,1.964456525599305451e+03
6.160000000000000000e+02,1.956364741738810608e+03
6.170000000000000000e+02,1.948352713539042043e+03
6.180000000000000000e+02,1.940427099482521044e+03
6.190000000000000000e+02,1.932587129010347553e+03
6.200000000000000000e+02,1.924839459436375591e+03
6.210000000000000000e+02,1.917198176165079076e+03
6.220000000000000000e+02,1.909655079511574741e+03
6.230000000000000000e+02,1.902209398325747088e+03
6.240000000000000000e+02,1.894875218566645344e+03
6.250000000000000000e+02,1.887651770125593657e+03
6.260000000000000000e+02,1.880545712099931507e+03
6.270000000000000000e+02,1.873548847963080789e+03
6.280000000000000000e+02,1.866682695883663655e+03
6.290000000000000000e+02,1.859931633786645762e+03
6.300000000000000000e+02,1.853309754713800430e+03
6.310000000000000000e+02,1.846816296924316475e+03
6.320000000000000000e+02,1.840450500790419483e+03
6.330000000000000000e+02,1.834226465685208723e+03
6.340000000000000000e+02,1.828136008410187969e+03
6.350000000000000000e+02,1.822185805116091842e+03
6.360000000000000000e+02,1.816382534762122759e+03
6.370000000000000000e+02,1.810725450915103465e+03
6.380000000000000000e+02,1.805213810238341466e+03
6.390000000000000000e+02,1.799854300969357610e+03
6.400000000000000000e+02,1.794646186335457969e+03
6.410000000000000000e+02,1.789596161358744666e+03
6.420000000000000000e+02,1.784696067898209321e+03
6.430000000000000000e+02,1.779967464832434416e+03
6.440000000000000000e+02,1.775387344626747108e+03
6.450000000000000000e+02,1.770977273594509825e+03
6.460000000000000000e+02,1.766736536792074503e+03
6.470000000000000000e+02,1.762656994755759342e+03
6.480000000000000000e+02,1.758745368578775015e+03
6.490000000000000000e+02,1.755000954876877358e+03
6.500000000000000000e+02,1.751437910846312207e+03
6.510000000000000000e+02,1.748040679769586632e+03
6.520000000000000000e+02,1.744815976283887949e+03
6.530000000000000000e+02,1.741770514488169965e+03
6.540000000000000000e+02,1.738903583961700178e+03
6.550000000000000000e+02,1.736221906436536074e+03
6.560000000000000000e+02,1.733709922363929081e+03
6.570000000000000000e+02,1.731381789329798266e+03
6.580000000000000000e+02,1.729236811914188593e+03
6.590000000000000000e+02,1.727274298350873096e+03
6.600000000000000000e+02,1.725493560485523403e+03
6.610000000000000000e+02,1.723893913733846375e+03
6.620000000000000000e+02,1.722482105390833340e+03
6.630000000000000000e+02,1.721250029540733976e+03
6.640000000000000000e+02,1.720204440421337040e+03
6.650000000000000000e+02,1.719344667339855278e+03
6.660000000000000000e+02,1.718662614643657662e+03
6.670000000000000000e+02,1.718165046746550615e+03
6.680000000000000000e+02,1.717858731409241727e+03
6.690000000000000000e+02,1.717728154675560972e+03
6.700000000000000000e+02,1.717787519317695569e+03
6.710000000000000000e+02,1.718028746384872420e+03
6.720000000000000000e+02,1.718451188612095621e+03
6.730000000000000000e+02,1.719054202085218321e+03
6.740000000000000000e+02,1.719837146264039802e+03
6.750000000000000000e+02,1.720806812363554400e+03
6.760000000000000000e+02,1.721955138342119199e+03
6.770000000000000000e+02,1.723281493999000986e+03
6.780000000000000000e+02,1.724777824328403767e+03
6.790000000000000000e+02,1.726458362982523340e+03
6.800000000000000000e+02,1.728315062239314557e+03
6.810000000000000000e+02,1.730339878129364024e+03
6.820000000000000000e+02,1.732532198868655314e+03
6.830000000000000000e+02,1.734898844946969120e+03
6.840000000000000000e+02,1.737439212521073614e+03
6.850000000000000000e+02,1.740137845162820440e+03
6.860000000000000000e+02,1.743001575712692102e+03
6.870000000000000000e+02,1.746029812984297223e+03
6.880000000000000000e+02,1.749221970222535219e+03
6.890000000000000000e+02,1.752577465213087407e+03
6.900000000000000000e+02,1.756088292042390549e+03
6.910000000000000000e+02,1.759753877908212644e+03
6.920000000000000000e+02,1.763573654878427305e+03
6.930000000000000000e+02,1.767547059998105169e+03
6.940000000000000000e+02,1.771666107043508873e+03
6.950000000000000000e+02,1.775937671673356363e+03
6.960000000000000000e+02,1.780338921423229067e+03
6.970000000000000000e+02,1.784891599298515985e+03
6.980000000000000000e+02,1.789572883655574060e+03
6.990000000000000000e+02,1.794397100131573097e+03
7.000000000000000000e+02,1.799348866561515024e+03
7.010000000000000000e+02,1.804427760025144835e+03
7.020000000000000000e+02,1.809626322501726918e+03
7.030000000000000000e+02,1.814952055308767740e+03
7.040000000000000000e+02,1.820405037198268474e+03
7.050000000000000000e+02,1.825963067677170557e+03
7.060000000000000000e+02,1.831648522169482021e+03
7.070000000000000000e+02,1.837439211811788255e+03
7.080000000000000000e+02,1.843335238592418364e+03
7.090000000000000000e+02,1.849344138626126551e+03
7.100000000000000000e+02,1.855451168716481789e+03
7.110000000000000000e+02,1.861656448058719207e+03
7.120000000000000000e+02,1.867967529829415071e+03
7.130000000000000000e+02,1.874362259363651901e+03
7.140000000000000000e+02,1.880848200874185522e+03
7.150000000000000000e+02,1.887425495606439881e+03
7.160000000000000000e+02,1.894079433383983769e+03
7.170000000000000000e+02,1.900810165895208911e+03
7.180000000000000000e+02,1.907617849869002157e+03
7.190000000000000000e+02,1.914495218591753883e+03
7.200000000000000000e+02,1.921442438466858448e+03
7.210000000000000000e+02,1.928452252165658365e+03
7.220000000000000000e+02,1.935524835172588155e+03
7.230000000000000000e+02,1.942660367273542079e+03
7.240000000000000000e+02,1.949851604039045696e+03
7.250000000000000000e+02,1.957098733353819625e+03
7.260000000000000000e+02,1.964394518541849948e+03
7.270000000000000000e+02,1.971739154889838346e+03
7.280000000000000000e+02,1.979132841118158922e+03
7.290000000000000000e+02,1.986553494150455208e+03
7.300000000000000000e+02,1.994016175735982642e+03
7.310000000000000000e+02,2.001513665468805584e+03
7.320000000000000000e+02,2.009031317311170824e+03
7.330000000000000000e+02,2.016576772819860707e+03
7.340000000000000000e+02,2.024142819223532342e+03
7.350000000000000000e+02,2.031714817605514099e+03
7.360000000000000000e+02,2.039307844492234835e+03
7.370000000000000000e+02,2.046899836543410174e+03
7.380000000000000000e+02,2.054498445552540034e+03
7.390000000000000000e+02,2.062096468199978972e+03
7.400000000000000000e+02,2.069686702614768365e+03
7.410000000000000000e+02,2.077261948243095503e+03
7.420000000000000000e+02,2.084822434074439116e+03
7.430000000000000000e+02,2.092368390174869091e+03
7.440000000000000000e+02,2.099885190877920650e+03
7.450000000000000000e+02,2.107373068084857096e+03
7.460000000000000000e+02,2.114824826121098340e+03
7.470000000000000000e+02,2.122240698351729861e+03
7.480000000000000000e+02,2.129613490403718060e+03
7.490000000000000000e+02,2.136943436796615060e+03
7.500000000000000000e+02,2.144223344179480591e+03
7.510000000000000000e+02,2.151446115212208952e+03
7.520000000000000000e+02,2.158605035276659237e+03
7.530000000000000000e+02,2.165708342373543474e+03
7.540000000000000000e+02,2.172749418096883801e+03
7.550000000000000000e+02,2.179721644301677316e+03
7.560000000000000000e+02,2.186618403075373408e+03
7.570000000000000000e+02,2.193455361763755718e+03
7.580000000000000000e+02,2.200218474497314673e+03
7.590000000000000000e+02,2.206908552273131590e+03
7.600000000000000000e+02,2.213518977886073117e+03
7.610000000000000000e+02,2.220050562612024805e+03
7.620000000000000000e+02,2.226496689490195877e+03
7.630000000000000000e+02,2.232858170005723878e+03
7.640000000000000000e+02,2.239120959019596739e+03
7.650000000000000000e+02,2.245285868148155259e+03
7.660000000000000000e+02,2.251353709038226953e+03
7.670000000000000000e+02,2.257310436638681949e+03
7.680000000000000000e+02,2.263164290919526138e+03
7.690000000000000000e+02,2.268893798383147896e+03
7.700000000000000000e+02,2.274514627174141879e+03
7.710000000000000000e+02,2.280012731878686282e+03
7.720000000000000000e+02,2.285381495220978195e+03
7.730000000000000000e+02,2.290629156351817983e+03
7.740000000000000000e+02,2.295741669028465367e+03
7.750000000000000000e+02,2.300719843289467917e+03
7.760000000000000000e+02,2.305571917020223282e+03
7.770000000000000000e+02,2.310291270810107562e+03
7.780000000000000000e+02,2.314878712903056112e+03
7.790000000000000000e+02,2.319335050739080543e+03
7.800000000000000000e+02,2.323653662487748534e+03
7.810000000000000000e+02,2.327842781974729860e+03
7.820000000000000000e+02,2.331888356798604946e+03
7.830000000000000000e+02,2.335798618292911215e+03
7.840000000000000000e+02,2.339559511278000627e+03
7.850000000000000000e+02,2.343171835658833970e+03
7.860000000000000000e+02,2.346621532864143774e+03
7.870000000000000000e+02,2.349916827431968613e+03
7.880000000000000000e+02,2.353051085087356569e+03
7.890000000000000000e+02,2.356010240916830298e+03
7.900000000000000000e+02,2.358809940939773242e+03
7.910000000000000000e+02,2.361436115123159198e+03
7.920000000000000000e+02,2.363896975647355703e+03
7.930000000000000000e+02,2.366185874966993197e+03
7.940000000000000000e+02,2.368303590672686823e+03
7.950000000000000000e+02,2.370243468601139739e+03
7.960000000000000000e+02,2.372013707696943584e+03
7.970000000000000000e+02,2.373615074774132609e+03
7.980000000000000000e+02,2.375040904330547164e+03
7.990000000000000000e+02,2.376299383415821922e+03
8.000000000000000000e+02,2.377383838051281600e+03
8.010000000000000000e+02,2.378295020649663002e+03
8.020000000000000000e+02,2.379041117476564978e+03
8.030000000000000000e+02,2.379608027454920830e+03
8.040000000000000000e+02,2.380003929565853014e+03
8.050000000000000000e+02,2.380214712597397465e+03
8.060000000000000000e+02,2.380233688403566248e+03
8.070000000000000000e+02,2.380061591770784617e+03
8.080000000000000000e+02,2.379699151942957542e+03
8.090000000000000000e+02,2.379139664155863102e+03
8.100000000000000000e+02,2.378383846231985899e+03
8.110000000000000000e+02,2.377432410134633756e+03
8.120000000000000000e+02,2.376300918583078783e+03
8.130000000000000000e+02,2.374982643226414893e+03
8.140000000000000000e+02,2.373485706330512585e+03
8.150000000000000000e+02,2.371818224023871608e+03
8.160000000000000000e+02,2.369980877904367389e+03
8.170000000000000000e+02,2.367966915006805266e+03
8.180000000000000000e+02,2.365777004481408312e+03
8.190000000000000000e+02,2.363404380881511770e+03
8.200000000000000000e+02,2.360842272511966257e+03
8.210000000000000000e+02,2.358083901436913493e+03
8.220000000000000000e+02,2.355129911847055155e+03
8.230000000000000000e+02,2.351973513384981288e+03
8.240000000000000000e+02,2.348622766230073012e+03
8.250000000000000000e+02,2.345085724439952628e+03
8.260000000000000000e+02,2.341363007649410974e+03
8.270000000000000000e+02,2.337462657826715258e+03
8.280000000000000000e+02,2.333385282634897521e+03
8.290000000000000000e+02,2.329146340549632441e+03
8.300000000000000000e+02,2.324746427530016263e+03
8.310000000000000000e+02,2.320186133794800753e+03
8.320000000000000000e+02,2.315458615551138337e+03
8.330000000000000000e+02,2.310557023426373689e+03
8.340000000000000000e+02,2.305489359251941096e+03
8.350000000000000000e+02,2.300241334396661387e+03
8.360000000000000000e+02,2.294806083252763983e+03
8.370000000000000000e+02,2.289191591670975868e+03
8.380000000000000000e+02,2.283405840344024909e+03
8.390000000000000000e+02,2.277434519838466713e+03
8.400000000000000000e+02,2.271307885827498012e+03
8.410000000000000000e+02,2.265019047316217893e+03
8.420000000000000000e+02,2.258575965168349740e+03
8.430000000000000000e+02,2.251979167126960874e+03
8.440000000000000000e+02,2.245251461283041863e+03
8.450000000000000000e+02,2.238371080986576089e+03
8.460000000000000000e+02,2.231353396758076087e+03
8.470000000000000000e+02,2.224184061190321245e+03
8.480000000000000000e+02,2.216871007449133231e+03
8.490000000000000000e+02,2.209407307566047621e+03
8.500000000000000000e+02,2.201786029177575983e+03
8.510000000000000000e+02,2.194022426893092870e+03
8.520000000000000000e+02,2.186109091072440606e+03
8.530000000000000000e+02,2.178053370749993974e+03
8.540000000000000000e+02,2.169855182318966854e+03
8.550000000000000000e+02,2.161536722946384543e+03
8.560000000000000000e+02,2.153083043780694425e+03
8.570000000000000000e+02,2.144516333459837824e+03
8.580000000000000000e+02,2.135836491311144073e+03
8.590000000000000000e+02,2.127043412400714260e+03
8.600000000000000000e+02,2.118136987529237558e+03
8.610000000000000000e+02,2.109124531575726451e+03
8.620000000000000000e+02,2.099998498438442311e+03
8.630000000000000000e+02,2.090773622776542652e+03
8.640000000000000000e+02,2.081442349898276461e+03
8.650000000000000000e+02,2.072004549151553420e+03
8.660000000000000000e+02,2.062474942264232595e+03
8.670000000000000000e+02,2.052838533233729777e+03
8.680000000000000000e+02,2.043102606771552473e+03
8.690000000000000000e+02,2.033274443247609497e+03
8.700000000000000000e+02,2.023346461987639714e+03
8.710000000000000000e+02,2.013325934675584676e+03
8.720000000000000000e+02,2.003220128658481826e+03
8.730000000000000000e+02,1.993021450255902437e+03
8.740000000000000000e+02,1.982744586526208877e+03
8.750000000000000000e+02,1.972389363535864277e+03
8.760000000000000000e+02,1.961963031436736856e+03
8.770000000000000000e+02,1.951465407798563774e+03
8.780000000000000000e+02,1.940918591049700353e+03
8.790000000000000000e+02,1.930307533721962500e+03
8.800000000000000000e+02,1.919646897657105683e+03
8.810000000000000000e+02,1.908929055616910773e+03
8.820000000000000000e+02,1.898168661454305720e+03
8.830000000000000000e+02,1.887358080089395798e+03
8.840000000000000000e+02,1.876497100995979281e+03
8.850000000000000000e+02,1.865592938295057593e+03
8.860000000000000000e+02,1.854645374155807986e+03
8.870000000000000000e+02,1.843654187255178840e+03
8.880000000000000000e+02,1.832634009595468569e+03
8.890000000000000000e+02,1.821569756527420623e+03
8.900000000000000000e+02,1.810483482034376948e+03
8.910000000000000000e+02,1.799367523718907933e+03
8.920000000000000000e+02,1.788229073049857789e+03
8.930000000000000000e+02,1.777067890463400317e+03
8.940000000000000000e+02,1.765898590571453269e+03
8.950000000000000000e+02,1.754706072223222236e+03
8.960000000000000000e+02,1.743512373825389204e+03
8.970000000000000000e+02,1.732309818362174155e+03
8.980000000000000000e+02,1.721105583672965849e+03
8.990000000000000000e+02,1.709906845931203861e+03
9.000000000000000000e+02,1.698713351476175831e+03
9.010000000000000000e+02,1.687524752440267321e+03
9.020000000000000000e+02,1.676355184913702942e+03
9.030000000000000000e+02,1.665203834451281864e+03
9.040000000000000000e+02,1.654069885866625555e+03
9.050000000000000000e+02,1.642959951768701330e+03
9.060000000000000000e+02,1.631873216046623611e+03
9.070000000000000000e+02,1.620823719104159636e+03
9.080000000000000000e+02,1.609803216290124055e+03
9.090000000000000000e+02,1.598818319828621952e+03
9.100000000000000000e+02,1.587868213944125273e+03
9.110000000000000000e+02,1.576959511734154603e+03
9.120000000000000000e+02,1.566098826987105440e+03
9.130000000000000000e+02,1.555285345995560647e+03
9.140000000000000000e+02,1.544518256065214246e+03
9.150000000000000000e+02,1.533796745668312724e+03
9.160000000000000000e+02,1.523134861292083542e+03
9.170000000000000000e+02,1.512524365829642193e+03
9.180000000000000000e+02,1.501964452117187420e+03
9.190000000000000000e+02,1.491469171414320499e+03
9.200000000000000000e+02,1.481037720126891600e+03
9.210000000000000000e+02,1.470661868274806920e+03
9.220000000000000000e+02,1.460355673004292839e+03
9.230000000000000000e+02,1.450125765291892094e+03
9.240000000000000000e+02,1.439956493342787553e+03
9.250000000000000000e+02,1.429869349485565181e+03
9.260000000000000000e+02,1.419856115106845664e+03
9.270000000000000000e+02,1.409923430833990778e+03
9.280000000000000000e+02,1.400077939910377154e+03
9.290000000000000000e+02,1.390318859915782696e+03
9.300000000000000000e+02,1.380645411182437556e+03
9.310000000000000000e+02,1.371056816856349997e+03
9.320000000000000000e+02,1.361567159655017804e+03
9.330000000000000000e+02,1.352168240169678029e+03
9.340000000000000000e+02,1.342866718666753968e+03
9.350000000000000000e+02,1.333661830084433177e+03
9.360000000000000000e+02,1.324552812427809158e+03
9.370000000000000000e+02,1.315546335162046489e+03
9.380000000000000000e+02,1.306641642553251813e+03
9.390000000000000000e+02,1.297845410409267515e+03
9.400000000000000000e+02,1.289149461068572236e+03
9.410000000000000000e+02,1.280567905190973761e+03
9.420000000000000000e+02,1.272092571695771085e+03
9.430000000000000000e+02,1.263730149553288129e+03
9.440000000000000000e+02,1.255479902775413848e+03
9.450000000000000000e+02,1.247348527158765819e+03
9.460000000000000000e+02,1.239327865278304898e+03
9.470000000000000000e+02,1.231432048284966413e+03
9.480000000000000000e+02,1.223652925852821909e+03
9.490000000000000000e+02,1.215989779631269585e+03
9.500000000000000000e+02,1.208456751649196804e+03
9.510000000000000000e+02,1.201045694262046482e+03
9.520000000000000000e+02,1.193755858537166205e+03
9.530000000000000000e+02,1.186593919392195176e+03
9.540000000000000000e+02,1.179551698968865821e+03
9.550000000000000000e+02,1.172643308453448299e+03
9.560000000000000000e+02,1.165860578047542504e+03
9.570000000000000000e+02,1.159210198794631424e+03
9.580000000000000000e+02,1.152684009257268144e+03
9.590000000000000000e+02,1.146288708998985612e+03
9.600000000000000000e+02,1.140031001967216071e+03
9.610000000000000000e+02,1.133902739878485363e+03
9.620000000000000000e+02,1.127910635707102529e+03
9.630000000000000000e+02,1.122053978723781711e+03
9.640000000000000000e+02,1.116332062936608736e+03
9.650000000000000000e+02,1.110744187182730911e+03
9.660000000000000000e+02,1.105289655220629356e+03
9.670000000000000000e+02,1.099975204172806571e+03
9.680000000000000000e+02,1.094792719567205495e+03
9.690000000000000000e+02,1.089748948829662822e+03
9.700000000000000000e+02,1.084843216323437218e+03
9.710000000000000000e+02,1.080067423437843217e+03
9.720000000000000000e+02,1.075428333725524908e+03
9.730000000000000000e+02,1.070925287935640426e+03
9.740000000000000000e+02,1.066565060795249110e+03
9.750000000000000000e+02,1.062332147685685868e+03
9.760000000000000000e+02,1.058233334817476134e+03
9.770000000000000000e+02,1.054275414248606239e+03
9.780000000000000000e+02,1.050450327248237500e+03
9.790000000000000000e+02,1.046757449406465639e+03
9.800000000000000000e+02,1.043203590687755650e+03
9.810000000000000000e+02,1.039780710427715803e+03
9.820000000000000000e+02,1.036488202425139889e+03
9.830000000000000000e+02,1.033325466626547950e+03
9.840000000000000000e+02,1.030299337504470031e+03
9.850000000000000000e+02,1.027401799027776633e+03
9.860000000000000000e+02,1.024632269726373806e+03
9.870000000000000000e+02,1.021997602697895445e+03
9.880000000000000000e+02,1.019489800556290788e+03
9.890000000000000000e+02,1.017108300474515886e+03
9.900000000000000000e+02,1.014852545818821227e+03
9.910000000000000000e+02,1.012721986125917738e+03
9.920000000000000000e+02,1.010723505423096071e+03
9.930000000000000000e+02,1.008841708789918698e+03
9.940000000000000000e+02,1.007090920765635474e+03
9.950000000000000000e+02,1.005455758496021872e+03
9.960000000000000000e+02,1.003943130127363361e+03
9.970000000000000000e+02,1.002552521341356169e+03
9.980000000000000000e+02,1.001283423635220856e+03
9.990000000000000000e+02,1.000127905895603021e+03
1.000000000000000000e+03,9.990928993681221755e+02
1.001000000000000000e+03,9.981631354391334980e+02
1.002000000000000000e+03,9.973533828543007758e+02
1.003000000000000000e+03,9.966487819641213264e+02
1.004000000000000000e+03,9.960567634578626439e+02
1.005000000000000000e+03,9.955624781601751465e+02
1.006000000000000000e+03,9.951807953781368496e+02
1.007000000000000000e+03,9.948968759921990568e+02
1.008000000000000000e+03,9.947181707989869892e+02
1.009000000000000000e+03,9.946447069999236419e+02
1.010000000000000000e+03,9.946616597396223369e+02
1.011000000000000000e+03,9.947839220955005430e+02
1.012000000000000000e+03,9.949966781637884878e+02
1.013000000000000000e+03,9.952999730493570496e+02
1.014000000000000000e+03,9.957087127547567889e+02
1.015000000000000000e+03,9.962006656185933480e+02
1.016000000000000000e+03,9.967907457095936934e+02
1.017000000000000000e+03,9.974790142681833913e+02
1.018000000000000000e+03,9.982506796018668638e+02
1.019000000000000000e+03,9.991132387341804133e+02
1.020000000000000000e+03,1.000066763903938522e+03
1.021000000000000000e+03,1.001103902468223282e+03
1.022000000000000000e+03,1.002224733508774534e+03
1.023000000000000000e+03,1.003414482690149384e+03
1.024000000000000000e+03,1.004688092273239135e+03
1.025000000000000000e+03,1.006023365878185473e+03
1.026000000000000000e+03,1.007435251905209611e+03
1.027000000000000000e+03,1.008908988303818887e+03
1.028000000000000000e+03,1.010444672598831403e+03
1.029000000000000000e+03,1.012057261817862582e+03
1.030000000000000000e+03,1.013724573969889661e+03
1.031000000000000000e+03,1.015461571480724160e+03
1.032000000000000000e+03,1.017253505976190581e+03
1.033000000000000000e+03,1.019115345021785856e+03
1.034000000000000000e+03,1.021032345260304055e+03
1.035000000000000000e+03,1.023012050804905357e+03
1.036000000000000000e+03,1.025039723080318026e+03
1.037000000000000000e+03,1.027108054167604223e+03
1.038000000000000000e+03,1.029232023449152393e+03
1.039000000000000000e+03,1.031396899101792542e+03
1.040000000000000000e+03,1.033595379792926224e+03
1.041000000000000000e+03,1.035835022975302536e+03
1.042000000000000000e+03,1.038108531429820914e+03
1.043000000000000000e+03,1.040408609908741482e+03
1.044000000000000000e+03,1.042750250127686741e+03
1.045000000000000000e+03,1.045118732253324652e+03
1.046000000000000000e+03,1.047514194942137010e+03
1.047000000000000000e+03,1.049936778574688105e+03
1.048000000000000000e+03,1.052386625187569734e+03
1.049000000000000000e+03,1.054856450051984439e+03
1.050000000000000000e+03,1.057346398299679549e+03
1.051000000000000000e+03,1.059849271179663674e+03
1.052000000000000000e+03,1.062365631782914761e+03
1.053000000000000000e+03,1.064896127499688419e+03
1.054000000000000000e+03,1.067441406893705789e+03
1.055000000000000000e+03,1.069987262906907745e+03
1.056000000000000000e+03,1.072541774511498261e+03
1.057000000000000000e+03,1.075098164854960714e+03
1.058000000000000000e+03,1.077657086202530991e+03
1.059000000000000000e+03,1.080211763123872970e+03
1.060000000000000000e+03,1.082770277426519669e+03
1.061000000000000000e+03,1.085325854633147401e+03
1.062000000000000000e+03,1.087879148906317369e+03
1.063000000000000000e+03,1.090423386217830739e+03
1.064000000000000000e+03,1.092959220915140122e+03
1.065000000000000000e+03,1.095479878883041465e+03
1.066000000000000000e+03,1.097993442453154103e+03
1.067000000000000000e+03,1.100485708508218750e+03
1.068000000000000000e+03,1.102972186786533030e+03
1.069000000000000000e+03,1.105431244579861641e+03
1.070000000000000000e+03,1.107878390083932345e+03
1.071000000000000000e+03,1.110299417092408248e+03
1.072000000000000000e+03,1.112702403293480529e+03
1.073000000000000000e+03,1.115073140012255863e+03
1.074000000000000000e+03,1.117419702155610366e+03
1.075000000000000000e+03,1.119735306304210326e+03
1.076000000000000000e+03,1.122028023957128880e+03
1.077000000000000000e+03,1.124283639625019759e+03
1.078000000000000000e+03,1.126510220777282939e+03
1.079000000000000000e+03,1.128693547587923604e+03
1.080000000000000000e+03,1.130849111236783074e+03
1.081000000000000000e+03,1.132962686959569282e+03
1.082000000000000000e+03,1.135034904004348618e+03
1.083000000000000000e+03,1.137066388789393841e+03
1.084000000000000000e+03,1.139057764765264892e+03
1.085000000000000000e+03,1.141002223930725677e+03
1.086000000000000000e+03,1.142900383403831029e+03
1.087000000000000000e+03,1.144752856946983229e+03
1.088000000000000000e+03,1.146552826496986654e+03
1.089000000000000000e+03,1.148300898751096156e+03
1.090000000000000000e+03,1.149997676707770552e+03
1.091000000000000000e+03,1.151643759563312415e+03
1.092000000000000000e+03,1.153232314264042998e+03
1.093000000000000000e+03,1.154763932115116177e+03
1.094000000000000000e+03,1.156239200344557048e+03
1.095000000000000000e+03,1.157658702023553360e+03
1.096000000000000000e+03,1.159015587642516948e+03
1.097000000000000000e+03,1.160317860094120761e+03
1.098000000000000000e+03,1.161558661210507125e+03
1.099000000000000000e+03,1.162731128407808683e+03
1.100000000000000000e+03,1.163850679686607464e+03
1.101000000000000000e+03,1.164895600693214647e+03
1.102000000000000000e+03,1.165881369906883492e+03
1.103000000000000000e+03,1.166793761729070184e+03
1.104000000000000000e+03,1.167648259347909061e+03
1.105000000000000000e+03,1.168430627911334113e+03
1.106000000000000000e+03,1.169141484608004021e+03
1.107000000000000000e+03,1.169788870300471217e+03
1.108000000000000000e+03,1.170358536111274589e+03
1.109000000000000000e+03,1.170865941865117293e+03
1.110000000000000000e+03,1.171296829280285010e+03
1.111000000000000000e+03,1.171659220416455582e+03
1.112000000000000000e+03,1.171946275921788811e+03
1.113000000000000000e+03,1.172166008434193145e+03
1.114000000000000000e+03,1.172311569182171525e+03
1.115000000000000000e+03,1.172383533038636187e+03
1.116000000000000000e+03,1.172382470174613445e+03
1.117000000000000000e+03,1.172308946063758640e+03
1.118000000000000000e+03,1.172163521487110756e+03
1.119000000000000000e+03,1.171939324187548891e+03
1.120000000000000000e+03,1.171636905574663842e+03
1.121000000000000000e+03,1.171264240728543655e+03
1.122000000000000000e+03,1.170814443351986256e+03
1.123000000000000000e+03,1.170288050823185131e+03
1.124000000000000000e+03,1.169693024196450779e+03
1.125000000000000000e+03,1.169015034800570902e+03
1.126000000000000000e+03,1.168254605987936202e+03
1.127000000000000000e+03,1.167427113130832595e+03
1.128000000000000000e+03,1.166525641864848922e+03
1.129000000000000000e+03,1.165543273132611375e+03
1.130000000000000000e+03,1.164495368225851053e+03
1.131000000000000000e+03,1.163367570323337759e+03
1.132000000000000000e+03,1.162167802930743846e+03
1.133000000000000000e+03,1.160896556466285119e+03
1.134000000000000000e+03,1.159546888246010440e+03
1.135000000000000000e+03,1.158126707518644935e+03
1.136000000000000000e+03,1.156636490397920170e+03
1.137000000000000000e+03,1.155069279844840821e+03
1.138000000000000000e+03,1.153432970700119313e+03
1.139000000000000000e+03,1.151728024614783180e+03
1.140000000000000000e+03,1.149940041681216599e+03
1.141000000000000000e+03,1.148091758866431974e+03
1.142000000000000000e+03,1.146168766491614406e+03
1.143000000000000000e+03,1.144178935017007689e+03
1.144000000000000000e+03,1.142115273274712763e+03
1.145000000000000000e+03,1.139985641855223093e+03
1.146000000000000000e+03,1.137790468044033105e+03
1.147000000000000000e+03,1.135530174161401874e+03
1.148000000000000000e+03,1.133197749204095771e+03
1.149000000000000000e+03,1.130801033890944609e+03
1.150000000000000000e+03,1.128340435610017948e+03
1.151000000000000000e+03,1.125816296550193783e+03
1.152000000000000000e+03,1.123228713046109988e+03
1.153000000000000000e+03,1.120585144597629778e+03
1.154000000000000000e+03,1.117870760702229518e+03
1.155000000000000000e+03,1.115100439324593481e+03
1.156000000000000000e+03,1.112266768467416341e+03
1.157000000000000000e+03,1.109377187950117559e+03
1.158000000000000000e+03,1.106431704390620098e+03
1.159000000000000000e+03,1.103430319593340300e+03
1.160000000000000000e+03,1.100373030592244277e+03
1.161000000000000000e+03,1.097259829699296915e+03
1.162000000000000000e+03,1.094098132908607113e+03
1.163000000000000000e+03,1.090880494905034766e+03
1.164000000000000000e+03,1.087614322529991114e+03
1.165000000000000000e+03,1.084299589800893273e+03
1.166000000000000000e+03,1.080928837986694361e+03
