l,Nl
1.976000000000000000e+03,3.147210299758784398e-07
1.977000000000000000e+03,3.150140300305607045e-07
1.978000000000000000e+03,3.153070391568560376e-07
1.979000000000000000e+03,3.156000585134966701e-07
1.980000000000000000e+03,3.158930892882559928e-07
1.981000000000000000e+03,3.161861327018322554e-07
1.982000000000000000e+03,3.164791900058295575e-07
1.983000000000000000e+03,3.167722624768497411e-07
1.984000000000000000e+03,3.170653514291372684e-07
1.985000000000000000e+03,3.173584581939670467e-07
1.986000000000000000e+03,3.176515841372078670e-07
1.987000000000000000e+03,3.179447306484489902e-07
1.988000000000000000e+03,3.182378991439253749e-07
1.989000000000000000e+03,3.185310910604685385e-07
1.990000000000000000e+03,3.188243078633532590e-07
1.991000000000000000e+03,3.191175510402168844e-07
1.992000000000000000e+03,3.194108221040417882e-07
1.993000000000000000e+03,3.197041225870459856e-07
1.994000000000000000e+03,3.199974540485325882e-07
1.995000000000000000e+03,3.202908180589728896e-07
1.996000000000000000e+03,3.205842162176613384e-07
1.997000000000000000e+03,3.208776501417008803e-07
1.998000000000000000e+03,3.211711214689052635e-07
1.999000000000000000e+03,3.214646318467776050e-07
2.000000000000000000e+03,3.217581829501221642e-07
2.001000000000000000e+03,3.220517764650963008e-07
2.002000000000000000e+03,3.223454140970756521e-07
2.003000000000000000e+03,3.226390975596684859e-07
2.004000000000000000e+03,3.229328285876996048e-07
2.005000000000000000e+03,3.232266089262493683e-07
2.006000000000000000e+03,3.235204403337740566e-07
2.007000000000000000e+03,3.238143245809408831e-07
2.008000000000000000e+03,3.241082634537905502e-07
2.009000000000000000e+03,3.244022587426688580e-07
2.010000000000000000e+03,3.246963122552322605e-07
2.011000000000000000e+03,3.249904258004274544e-07
2.012000000000000000e+03,3.252846012064033732e-07
2.013000000000000000e+03,3.255788403045049120e-07
2.014000000000000000e+03,3.258731449422546065e-07
2.015000000000000000e+03,3.261675169672542962e-07
2.016000000000000000e+03,3.264619582402510836e-07
2.017000000000000000e+03,3.267564706188719195e-07
2.018000000000000000e+03,3.270510559757356025e-07
2.019000000000000000e+03,3.273457161820779912e-07
2.020000000000000000e+03,3.276404531160154986e-07
2.021000000000000000e+03,3.279352686560068980e-07
2.022000000000000000e+03,3.282301646841397576e-07
2.023000000000000000e+03,3.285251430825586085e-07
2.024000000000000000e+03,3.288202057381767246e-07
2.025000000000000000e+03,3.291153545322175415e-07
2.026000000000000000e+03,3.294105913522808004e-07
2.027000000000000000e+03,3.297059180788821350e-07
2.028000000000000000e+03,3.300013365975304386e-07
2.029000000000000000e+03,3.302968487857032495e-07
2.030000000000000000e+03,3.305924565249654109e-07
2.031000000000000000e+03,3.308881616873404159e-07
2.032000000000000000e+03,3.311839661469738932e-07
2.033000000000000000e+03,3.314798717679241029e-07
2.034000000000000000e+03,3.317758804148453516e-07
2.035000000000000000e+03,3.320719939401988009e-07
2.036000000000000000e+03,3.323682141959916556e-07
2.037000000000000000e+03,3.326645430213314441e-07
2.038000000000000000e+03,3.329609822547623646e-07
2.039000000000000000e+03,3.332575337201917276e-07
2.040000000000000000e+03,3.335541992398208660e-07
2.041000000000000000e+03,3.338509806203885263e-07
2.042000000000000000e+03,3.341478796662127939e-07
2.043000000000000000e+03,3.344448981653229397e-07
2.044000000000000000e+03,3.347420379015297460e-07
2.045000000000000000e+03,3.350393006409768995e-07
2.046000000000000000e+03,3.353366881447195894e-07
2.047000000000000000e+03,3.356342021552343960e-07
2.048000000000000000e+03,3.359318444089594018e-07
2.049000000000000000e+03,3.362296166217719172e-07
2.050000000000000000e+03,3.365275205025488961e-07
2.051000000000000000e+03,3.368255577390182560e-07
2.052000000000000000e+03,3.371237300114026203e-07
2.053000000000000000e+03,3.374220389785827170e-07
2.054000000000000000e+03,3.377204862903469582e-07
2.055000000000000000e+03,3.380190735744073771e-07
2.056000000000000000e+03,3.383178024492062902e-07
2.057000000000000000e+03,3.386166745103266595e-07
2.058000000000000000e+03,3.389156913428349505e-07
2.059000000000000000e+03,3.392148545080749888e-07
2.060000000000000000e+03,3.395141655570752738e-07
2.061000000000000000e+03,3.398136260157209261e-07
2.062000000000000000e+03,3.401132373987466187e-07
2.063000000000000000e+03,3.404130011952178499e-07
2.064000000000000000e+03,3.407129188826353123e-07
2.065000000000000000e+03,3.410129919118001617e-07
2.066000000000000000e+03,3.413132217214459808e-07
2.067000000000000000e+03,3.416136097234994011e-07
2.068000000000000000e+03,3.419141573167081211e-07
2.069000000000000000e+03,3.422148658728676746e-07
2.070000000000000000e+03,3.425157367504197504e-07
2.071000000000000000e+03,3.428167712796123869e-07
2.072000000000000000e+03,3.431179707771187016e-07
2.073000000000000000e+03,3.434193365315920154e-07
2.074000000000000000e+03,3.437208698178402603e-07
2.075000000000000000e+03,3.440225718817523928e-07
2.076000000000000000e+03,3.443244439545468647e-07
2.077000000000000000e+03,3.446264872391551980e-07
2.078000000000000000e+03,3.449287029231205492e-07
2.079000000000000000e+03,3.452310921656458879e-07
2.080000000000000000e+03,3.455336561095368963e-07
2.081000000000000000e+03,3.458363958696946561e-07
2.082000000000000000e+03,3.461393125441130478e-07
2.083000000000000000e+03,3.464424072019071049e-07
2.084000000000000000e+03,3.467456808956303549e-07
2.085000000000000000e+03,3.470491346482662463e-07
2.086000000000000000e+03,3.473527694664961788e-07
2.087000000000000000e+03,3.476565863275685861e-07
2.088000000000000000e+03,3.479605861916679472e-07
2.089000000000000000e+03,3.482647699900420307e-07
2.090000000000000000e+03,3.485691386367978878e-07
2.091000000000000000e+03,3.488736930164925545e-07
2.092000000000000000e+03,3.491784339968102239e-07
2.093000000000000000e+03,3.494833624158792504e-07
2.094000000000000000e+03,3.497884790952019495e-07
2.095000000000000000e+03,3.500937848271822491e-07
2.096000000000000000e+03,3.503992803865806455e-07
2.097000000000000000e+03,3.507049665197653024e-07
2.098000000000000000e+03,3.510108439556745100e-07
2.099000000000000000e+03,3.513169133944900018e-07
2.100000000000000000e+03,3.516231755194792691e-07
2.101000000000000000e+03,3.519296309854886715e-07
2.102000000000000000e+03,3.522362804297954113e-07
2.103000000000000000e+03,3.525431244624711042e-07
2.104000000000000000e+03,3.528501636755064945e-07
2.105000000000000000e+03,3.531573986327191111e-07
2.106000000000000000e+03,3.534648298802250292e-07
2.107000000000000000e+03,3.537724579367268970e-07
2.108000000000000000e+03,3.540802833022957612e-07
2.109000000000000000e+03,3.543883064496684918e-07
2.110000000000000000e+03,3.546965278331358045e-07
2.111000000000000000e+03,3.550049478798470445e-07
2.112000000000000000e+03,3.553135669977026800e-07
2.113000000000000000e+03,3.556223855682204324e-07
2.114000000000000000e+03,3.559314039530664296e-07
2.115000000000000000e+03,3.562406224880990288e-07
2.116000000000000000e+03,3.565500414897459165e-07
2.117000000000000000e+03,3.568596612486582958e-07
2.118000000000000000e+03,3.571694820354369882e-07
2.119000000000000000e+03,3.574795040958585561e-07
2.120000000000000000e+03,3.577897276553346132e-07
2.121000000000000000e+03,3.581001529155160169e-07
2.122000000000000000e+03,3.584107800565275528e-07
2.123000000000000000e+03,3.587216092359046965e-07
2.124000000000000000e+03,3.590326405891889190e-07
2.125000000000000000e+03,3.593438742301525212e-07
2.126000000000000000e+03,3.596553102511372879e-07
2.127000000000000000e+03,3.599669487223448335e-07
2.128000000000000000e+03,3.602787896926525587e-07
2.129000000000000000e+03,3.605908331900474911e-07
2.130000000000000000e+03,3.609030792215835091e-07
2.131000000000000000e+03,3.612155277734639815e-07
2.132000000000000000e+03,3.615281788117434804e-07
2.133000000000000000e+03,3.618410322810379625e-07
2.134000000000000000e+03,3.621540881071014960e-07
2.135000000000000000e+03,3.624673461942623976e-07
2.136000000000000000e+03,3.627808064285949478e-07
2.137000000000000000e+03,3.630944686757681386e-07
2.138000000000000000e+03,3.634083327834945515e-07
2.139000000000000000e+03,3.637223985787851772e-07
2.140000000000000000e+03,3.640366658718934652e-07
2.141000000000000000e+03,3.643511344529205749e-07
2.142000000000000000e+03,3.646658040956021420e-07
2.143000000000000000e+03,3.649806745545206932e-07
2.144000000000000000e+03,3.652957455686066983e-07
2.145000000000000000e+03,3.656110168578964450e-07
2.146000000000000000e+03,3.659264881273748696e-07
2.147000000000000000e+03,3.662421590650903255e-07
2.148000000000000000e+03,3.665580293438165150e-07
2.149000000000000000e+03,3.668740986198599730e-07
2.150000000000000000e+03,3.671903665354538350e-07
2.151000000000000000e+03,3.675068327171174518e-07
2.152000000000000000e+03,3.678234967778784744e-07
2.153000000000000000e+03,3.681403583163094603e-07
2.154000000000000000e+03,3.684574169177320366e-07
2.155000000000000000e+03,3.687746721539750717e-07
2.156000000000000000e+03,3.690921235829912345e-07
2.157000000000000000e+03,3.694097707507019382e-07
2.158000000000000000e+03,3.697276131896572276e-07
2.159000000000000000e+03,3.700456504202788006e-07
2.160000000000000000e+03,3.703638819499282717e-07
2.161000000000000000e+03,3.706823072755749023e-07
2.162000000000000000e+03,3.710009258813749921e-07
2.163000000000000000e+03,3.713197372414012843e-07
2.164000000000000000e+03,3.716387408171135664e-07
2.165000000000000000e+03,3.719579360616337509e-07
2.166000000000000000e+03,3.722773224159002402e-07
2.167000000000000000e+03,3.725968993129354377e-07
2.168000000000000000e+03,3.729166661746188690e-07
2.169000000000000000e+03,3.732366224152116341e-07
2.170000000000000000e+03,3.735567674386942879e-07
2.171000000000000000e+03,3.738771006416420412e-07
2.172000000000000000e+03,3.741976214109412654e-07
2.173000000000000000e+03,3.745183291264774985e-07
2.174000000000000000e+03,3.748392231589343776e-07
2.175000000000000000e+03,3.751603028727554479e-07
2.176000000000000000e+03,3.754815676239296482e-07
2.177000000000000000e+03,3.758030167634182474e-07
2.178000000000000000e+03,3.761246496333216497e-07
2.179000000000000000e+03,3.764464655721366635e-07
2.180000000000000000e+03,3.767684639101622479e-07
2.181000000000000000e+03,3.770906439754087845e-07
2.182000000000000000e+03,3.774130050880554650e-07
2.183000000000000000e+03,3.777355465675756378e-07
2.184000000000000000e+03,3.780582677247457935e-07
2.185000000000000000e+03,3.783811678711724090e-07
2.186000000000000000e+03,3.787042463103725851e-07
2.187000000000000000e+03,3.790275023474973488e-07
2.188000000000000000e+03,3.793509352801021712e-07
2.189000000000000000e+03,3.796745444084051712e-07
2.190000000000000000e+03,3.799983290255065325e-07
2.191000000000000000e+03,3.803222884280374011e-07
2.192000000000000000e+03,3.806464219065901080e-07
2.193000000000000000e+03,3.809707287566065651e-07
2.194000000000000000e+03,3.812952082675554081e-07
2.195000000000000000e+03,3.816198597358797418e-07
2.196000000000000000e+03,3.819446824516528247e-07
2.197000000000000000e+03,3.822696757141841742e-07
2.198000000000000000e+03,3.825948388158183674e-07
2.199000000000000000e+03,3.829201710597056338e-07
2.200000000000000000e+03,3.832456717418278690e-07
2.201000000000000000e+03,3.835713401705798656e-07
2.202000000000000000e+03,3.838971756468713981e-07
2.203000000000000000e+03,3.842231774856778053e-07
2.204000000000000000e+03,3.845493449943872342e-07
2.205000000000000000e+03,3.848756774961587382e-07
2.206000000000000000e+03,3.852021743065875256e-07
2.207000000000000000e+03,3.855288347580052755e-07
2.208000000000000000e+03,3.858556581758509364e-07
2.209000000000000000e+03,3.861826439043091959e-07
2.210000000000000000e+03,3.865097912806078484e-07
2.211000000000000000e+03,3.868370996616119295e-07
2.212000000000000000e+03,3.871645683971028969e-07
2.213000000000000000e+03,3.874921968576495617e-07
2.214000000000000000e+03,3.878199844077527498e-07
2.215000000000000000e+03,3.881479304328980518e-07
2.216000000000000000e+03,3.884760343124561158e-07
2.217000000000000000e+03,3.888042954487439239e-07
2.218000000000000000e+03,3.891327132379712453e-07
2.219000000000000000e+03,3.894612870990884070e-07
2.220000000000000000e+03,3.897900164461574030e-07
2.221000000000000000e+03,3.901189007157974033e-07
2.222000000000000000e+03,3.904479393405315908e-07
2.223000000000000000e+03,3.907771317765864656e-07
2.224000000000000000e+03,3.911064774754139092e-07
2.225000000000000000e+03,3.914359759134041467e-07
2.226000000000000000e+03,3.917656265629974772e-07
2.227000000000000000e+03,3.920954289221054862e-07
2.228000000000000000e+03,3.924253824851347898e-07
2.229000000000000000e+03,3.927554867733147846e-07
2.230000000000000000e+03,3.930857413040439491e-07
2.231000000000000000e+03,3.934161456228320384e-07
2.232000000000000000e+03,3.937466992715006140e-07
2.233000000000000000e+03,3.940774018204123307e-07
2.234000000000000000e+03,3.944082528366673895e-07
2.235000000000000000e+03,3.947392519150776276e-07
2.236000000000000000e+03,3.950703986477693640e-07
2.237000000000000000e+03,3.954016926545534486e-07
2.238000000000000000e+03,3.957331335524223350e-07
2.239000000000000000e+03,3.960647209866422775e-07
2.240000000000000000e+03,3.963964546001348378e-07
2.241000000000000000e+03,3.967283340644412852e-07
2.242000000000000000e+03,3.970603590486752928e-07
2.243000000000000000e+03,3.973925292525562164e-07
2.244000000000000000e+03,3.977248443719028778e-07
2.245000000000000000e+03,3.980573041348345888e-07
2.246000000000000000e+03,3.983899082659369983e-07
2.247000000000000000e+03,3.987226565226016591e-07
2.248000000000000000e+03,3.990555486568603640e-07
2.249000000000000000e+03,3.993885844554926856e-07
2.250000000000000000e+03,3.997217636994762325e-07
2.251000000000000000e+03,4.000550862053535681e-07
2.252000000000000000e+03,4.003885517829943302e-07
2.253000000000000000e+03,4.007221602793735993e-07
2.254000000000000000e+03,4.010559115350698222e-07
2.255000000000000000e+03,4.013898054277949466e-07
2.256000000000000000e+03,4.017238418299273122e-07
2.257000000000000000e+03,4.020580206527581115e-07
2.258000000000000000e+03,4.023923418009290635e-07
2.259000000000000000e+03,4.027268052200360360e-07
2.260000000000000000e+03,4.030614108485545263e-07
2.261000000000000000e+03,4.033961586667378141e-07
2.262000000000000000e+03,4.037310486473307084e-07
2.263000000000000000e+03,4.040660808051307689e-07
2.264000000000000000e+03,4.044012551453948940e-07
2.265000000000000000e+03,4.047365717171407743e-07
2.266000000000000000e+03,4.050720305595576598e-07
2.267000000000000000e+03,4.054076317557865987e-07
2.268000000000000000e+03,4.057433753788858240e-07
2.269000000000000000e+03,4.060792615461350938e-07
2.270000000000000000e+03,4.064152903651433269e-07
2.271000000000000000e+03,4.067514619877251382e-07
2.272000000000000000e+03,4.070877765568149024e-07
2.273000000000000000e+03,4.074242342602164469e-07
2.274000000000000000e+03,4.077608352762056961e-07
2.275000000000000000e+03,4.080975798283928894e-07
2.276000000000000000e+03,4.084344681303163035e-07
2.277000000000000000e+03,4.087715004400551776e-07
2.278000000000000000e+03,4.091086770070207984e-07
2.279000000000000000e+03,4.094459981240242501e-07
2.280000000000000000e+03,4.097834640749298842e-07
2.281000000000000000e+03,4.101210751877561861e-07
2.282000000000000000e+03,4.104588317817955073e-07
2.283000000000000000e+03,4.107967342201924188e-07
2.284000000000000000e+03,4.111347828569831874e-07
2.285000000000000000e+03,4.114729780909260960e-07
2.286000000000000000e+03,4.118113203118494767e-07
2.287000000000000000e+03,4.121498099541109250e-07
2.288000000000000000e+03,4.124884474421289516e-07
2.289000000000000000e+03,4.128272332458246244e-07
2.290000000000000000e+03,4.131661678242090677e-07
2.291000000000000000e+03,4.135052516810783147e-07
2.292000000000000000e+03,4.138444853094584272e-07
2.293000000000000000e+03,4.141838692464550617e-07
2.294000000000000000e+03,4.145234040174427330e-07
2.295000000000000000e+03,4.148630901917129733e-07
2.296000000000000000e+03,4.152029283275707679e-07
2.297000000000000000e+03,4.155429190265130590e-07
2.298000000000000000e+03,4.158830628786835831e-07
2.299000000000000000e+03,4.162233605178198973e-07
2.300000000000000000e+03,4.165638125659123239e-07
2.301000000000000000e+03,4.169044196884632146e-07
2.302000000000000000e+03,4.172451825393861869e-07
2.303000000000000000e+03,4.175861018156222263e-07
2.304000000000000000e+03,4.179271782023765706e-07
2.305000000000000000e+03,4.182684124287129241e-07
2.306000000000000000e+03,4.186098052106610066e-07
2.307000000000000000e+03,4.189513573089363964e-07
2.308000000000000000e+03,4.192930694710490047e-07
2.309000000000000000e+03,4.196349424889403852e-07
2.310000000000000000e+03,4.199769771417296011e-07
2.311000000000000000e+03,4.203191742526498268e-07
2.312000000000000000e+03,4.206615346319895085e-07
2.313000000000000000e+03,4.210040591343373920e-07
2.314000000000000000e+03,4.213467486012111283e-07
2.315000000000000000e+03,4.216896039180865197e-07
2.316000000000000000e+03,4.220326259571832500e-07
2.317000000000000000e+03,4.223758156354575773e-07
2.318000000000000000e+03,4.227191738553471386e-07
2.319000000000000000e+03,4.230627015647120304e-07
2.320000000000000000e+03,4.234063996973121094e-07
2.321000000000000000e+03,4.237502692318929403e-07
2.322000000000000000e+03,4.240943111329363705e-07
2.323000000000000000e+03,4.244385264094533519e-07
2.324000000000000000e+03,4.247829160560476531e-07
2.325000000000000000e+03,4.251274811119013276e-07
2.326000000000000000e+03,4.254722226010671503e-07
2.327000000000000000e+03,4.258171415916399033e-07
2.328000000000000000e+03,4.261622391363719023e-07
2.329000000000000000e+03,4.265075163315554974e-07
2.330000000000000000e+03,4.268529742579017089e-07
2.331000000000000000e+03,4.271986140396542333e-07
2.332000000000000000e+03,4.275444367852486966e-07
2.333000000000000000e+03,4.278904436471015876e-07
2.334000000000000000e+03,4.282366357615926788e-07
2.335000000000000000e+03,4.285830143089871552e-07
2.336000000000000000e+03,4.289295804526390829e-07
2.337000000000000000e+03,4.292763354007675869e-07
2.338000000000000000e+03,4.296232803438198235e-07
2.339000000000000000e+03,4.299704165169118137e-07
2.340000000000000000e+03,4.303177451375426166e-07
2.341000000000000000e+03,4.306652674668917747e-07
2.342000000000000000e+03,4.310129847481876610e-07
2.343000000000000000e+03,4.313608982691440252e-07
2.344000000000000000e+03,4.317090092980366398e-07
2.345000000000000000e+03,4.320573191485330851e-07
2.346000000000000000e+03,4.324058291138171962e-07
2.347000000000000000e+03,4.327545405331319191e-07
2.348000000000000000e+03,4.331034547249538634e-07
2.349000000000000000e+03,4.334525730538557013e-07
2.350000000000000000e+03,4.338018968631143729e-07
2.351000000000000000e+03,4.341514275415484450e-07
2.352000000000000000e+03,4.345011664566758820e-07
2.353000000000000000e+03,4.348511150219659740e-07
2.354000000000000000e+03,4.352012746287929977e-07
2.355000000000000000e+03,4.355516467138169996e-07
2.356000000000000000e+03,4.359022326925744535e-07
2.357000000000000000e+03,4.362530340242514530e-07
2.358000000000000000e+03,4.366040521474611436e-07
2.359000000000000000e+03,4.369552885439522999e-07
2.360000000000000000e+03,4.373067446752210860e-07
2.361000000000000000e+03,4.376584220461783398e-07
2.362000000000000000e+03,4.380103221413972673e-07
2.363000000000000000e+03,4.383624464881665227e-07
2.364000000000000000e+03,4.387147965934654512e-07
2.365000000000000000e+03,4.390673740075892864e-07
2.366000000000000000e+03,4.394201802597018017e-07
2.367000000000000000e+03,4.397732169218081615e-07
2.368000000000000000e+03,4.401264855453670524e-07
2.369000000000000000e+03,4.404799877242887048e-07
2.370000000000000000e+03,4.408337250311321901e-07
2.371000000000000000e+03,4.411876990815195226e-07
2.372000000000000000e+03,4.415419114684966418e-07
2.373000000000000000e+03,4.418963638293047545e-07
2.374000000000000000e+03,4.422510577777629128e-07
2.375000000000000000e+03,4.426059949716030563e-07
2.376000000000000000e+03,4.429611770449374523e-07
2.377000000000000000e+03,4.433166056767814374e-07
2.378000000000000000e+03,4.436722825204157933e-07
2.379000000000000000e+03,4.440282092756332042e-07
2.380000000000000000e+03,4.443843876152026683e-07
2.381000000000000000e+03,4.447408192587150472e-07
2.382000000000000000e+03,4.450975058981169591e-07
2.383000000000000000e+03,4.454544492729003048e-07
2.384000000000000000e+03,4.458116510935957112e-07
2.385000000000000000e+03,4.461691131185907431e-07
2.386000000000000000e+03,4.465268370768266061e-07
2.387000000000000000e+03,4.468848247460412267e-07
2.388000000000000000e+03,4.472430778729248566e-07
2.389000000000000000e+03,4.476015982530392719e-07
2.390000000000000000e+03,4.479603876504218533e-07
2.391000000000000000e+03,4.483194478780335981e-07
2.392000000000000000e+03,4.486787807176195873e-07
2.393000000000000000e+03,4.490383879985527699e-07
2.394000000000000000e+03,4.493982715187968959e-07
2.395000000000000000e+03,4.497584331247798699e-07
2.396000000000000000e+03,4.501188746295915445e-07
2.397000000000000000e+03,4.504795978965831191e-07
2.398000000000000000e+03,4.508406047542280468e-07
2.399000000000000000e+03,4.512018970806121946e-07
2.400000000000000000e+03,4.515634767194636026e-07
2.401000000000000000e+03,4.519253455636866614e-07
2.402000000000000000e+03,4.522875054712608465e-07
2.403000000000000000e+03,4.526499583495883114e-07
2.404000000000000000e+03,4.530127060695745719e-07
2.405000000000000000e+03,4.533757505519876969e-07
2.406000000000000000e+03,4.537390936795832461e-07
2.407000000000000000e+03,4.541027373850429654e-07
2.408000000000000000e+03,4.544666835626923552e-07
2.409000000000000000e+03,4.548309341562912408e-07
2.410000000000000000e+03,4.551954910713314520e-07
2.411000000000000000e+03,4.555603562609207225e-07
2.412000000000000000e+03,4.559255316402100225e-07
2.413000000000000000e+03,4.562910191715482151e-07
2.414000000000000000e+03,4.566568207784426210e-07
2.415000000000000000e+03,4.570229384311864255e-07
2.416000000000000000e+03,4.573893740606021903e-07
2.417000000000000000e+03,4.577561296435466532e-07
2.418000000000000000e+03,4.581232071171110552e-07
2.419000000000000000e+03,4.584906084635474691e-07
2.420000000000000000e+03,4.588583356249765527e-07
2.421000000000000000e+03,4.592263905883621587e-07
2.422000000000000000e+03,4.595947752998171169e-07
2.423000000000000000e+03,4.599634917496322665e-07
2.424000000000000000e+03,4.603325418870060196e-07
2.425000000000000000e+03,4.607019277047265333e-07
2.426000000000000000e+03,4.610716511531434433e-07
2.427000000000000000e+03,4.614417142259466261e-07
2.428000000000000000e+03,4.618121188743114688e-07
2.429000000000000000e+03,4.621828670910250696e-07
2.430000000000000000e+03,4.625539608262299647e-07
2.431000000000000000e+03,4.629254020706798439e-07
2.432000000000000000e+03,4.632971927723645091e-07
2.433000000000000000e+03,4.636693349191074455e-07
2.434000000000000000e+03,4.640418304549316410e-07
2.435000000000000000e+03,4.644146813637255833e-07
2.436000000000000000e+03,4.647878895841316952e-07
2.437000000000000000e+03,4.651614570943282447e-07
2.438000000000000000e+03,4.655353858274783575e-07
2.439000000000000000e+03,4.659096777544211315e-07
2.440000000000000000e+03,4.662843348011617346e-07
2.441000000000000000e+03,4.666593589305946251e-07
2.442000000000000000e+03,4.670347520595994615e-07
2.443000000000000000e+03,4.674105161418435486e-07
2.444000000000000000e+03,4.677866530843017651e-07
2.445000000000000000e+03,4.681631648305744295e-07
2.446000000000000000e+03,4.685400532754342223e-07
2.447000000000000000e+03,4.689173203506479353e-07
2.448000000000000000e+03,4.692949679385084894e-07
2.449000000000000000e+03,4.696729979576887644e-07
2.450000000000000000e+03,4.700514122766427511e-07
2.451000000000000000e+03,4.704302127995867533e-07
2.452000000000000000e+03,4.708094013793297454e-07
2.453000000000000000e+03,4.711889799054931775e-07
2.454000000000000000e+03,4.715689502136521855e-07
2.455000000000000000e+03,4.719493141757578945e-07
2.456000000000000000e+03,4.723300736091465449e-07
2.457000000000000000e+03,4.727112303676506975e-07
2.458000000000000000e+03,4.730927862485746342e-07
2.459000000000000000e+03,4.734747430854772880e-07
2.460000000000000000e+03,4.738571026542605358e-07
2.461000000000000000e+03,4.742398667664862356e-07
2.462000000000000000e+03,4.746230371742964606e-07
2.463000000000000000e+03,4.750066156658489133e-07
2.464000000000000000e+03,4.753906039687189586e-07
2.465000000000000000e+03,4.757750038452576932e-07
2.466000000000000000e+03,4.761598169962866288e-07
2.467000000000000000e+03,4.765450451574994646e-07
2.468000000000000000e+03,4.769306900016978623e-07
2.469000000000000000e+03,4.773167532360720686e-07
2.470000000000000000e+03,4.777032365035525989e-07
2.471000000000000000e+03,4.780901414817085339e-07
2.472000000000000000e+03,4.784774697824579720e-07
2.473000000000000000e+03,4.788652230521385127e-07
2.474000000000000000e+03,4.792534028704659674e-07
2.475000000000000000e+03,4.796420108513039630e-07
2.476000000000000000e+03,4.800310485407778430e-07
2.477000000000000000e+03,4.804205175181195512e-07
2.478000000000000000e+03,4.808104192947846313e-07
2.479000000000000000e+03,4.812007554142563191e-07
2.480000000000000000e+03,4.815915273522020634e-07
2.481000000000000000e+03,4.819827366145780466e-07
2.482000000000000000e+03,4.823743846398032319e-07
2.483000000000000000e+03,4.827664728950312221e-07
2.484000000000000000e+03,4.831590027798318144e-07
2.485000000000000000e+03,4.835519757217385397e-07
2.486000000000000000e+03,4.839453930810812292e-07
2.487000000000000000e+03,4.843392562444431825e-07
2.488000000000000000e+03,4.847335665311485188e-07
2.489000000000000000e+03,4.851283252866254301e-07
2.490000000000000000e+03,4.855235337877267448e-07
2.491000000000000000e+03,4.859191933376262049e-07
2.492000000000000000e+03,4.863153051698449740e-07
2.493000000000000000e+03,4.867118705430371660e-07
2.494000000000000000e+03,4.871088906466408561e-07
2.495000000000000000e+03,4.875063666937033629e-07
2.496000000000000000e+03,4.879042998291285223e-07
2.497000000000000000e+03,4.883026912198856958e-07
2.498000000000000000e+03,4.887015419648008681e-07
2.499000000000000000e+03,4.891008531840996757e-07
2.500000000000000000e+03,4.895006259302132501e-07
2.501000000000000000e+03,4.899008612766508198e-07
2.502000000000000000e+03,4.903015602285138561e-07
2.503000000000000000e+03,4.907027238119873274e-07
2.504000000000000000e+03,4.911043529850987431e-07
2.505000000000000000e+03,4.915064487254532969e-07
2.506000000000000000e+03,4.919090119424000440e-07
2.507000000000000000e+03,4.923120435646354369e-07
2.508000000000000000e+03,4.927155444527807372e-07
2.509000000000000000e+03,4.931195154854442687e-07
2.510000000000000000e+03,4.935239574732628200e-07
2.511000000000000000e+03,4.939288712453441095e-07
2.512000000000000000e+03,4.943342575614200454e-07
2.513000000000000000e+03,4.947401171998269797e-07
2.514000000000000000e+03,4.951464508703110770e-07
2.515000000000000000e+03,4.955532592996339118e-07
2.516000000000000000e+03,4.959605431463247429e-07
2.517000000000000000e+03,4.963683030856771995e-07
2.518000000000000000e+03,4.967765397260207091e-07
2.519000000000000000e+03,4.971852536908237195e-07
2.520000000000000000e+03,4.975944455367905883e-07
2.521000000000000000e+03,4.980041158358147741e-07
2.522000000000000000e+03,4.984142650938858074e-07
2.523000000000000000e+03,4.988248938302491786e-07
2.524000000000000000e+03,4.992360024990126973e-07
2.525000000000000000e+03,4.996475915673274219e-07
2.526000000000000000e+03,5.000596614377395136e-07
2.527000000000000000e+03,5.004722125253711378e-07
2.528000000000000000e+03,5.008852451810795408e-07
2.529000000000000000e+03,5.012987597667936423e-07
2.530000000000000000e+03,5.017127565823853403e-07
2.531000000000000000e+03,5.021272359367148228e-07
2.532000000000000000e+03,5.025421980779030277e-07
2.533000000000000000e+03,5.029576432631918492e-07
2.534000000000000000e+03,5.033735716895427056e-07
2.535000000000000000e+03,5.037899835621915741e-07
2.536000000000000000e+03,5.042068790275334884e-07
2.537000000000000000e+03,5.046242582401020923e-07
2.538000000000000000e+03,5.050421212956754246e-07
2.539000000000000000e+03,5.054604682987262112e-07
2.540000000000000000e+03,5.058792992949482798e-07
2.541000000000000000e+03,5.062986143392995634e-07
2.542000000000000000e+03,5.067184134274436765e-07
2.543000000000000000e+03,5.071386965652064062e-07
2.544000000000000000e+03,5.075594636991850777e-07
2.545000000000000000e+03,5.079807147854959730e-07
2.546000000000000000e+03,5.084024497222781921e-07
2.547000000000000000e+03,5.088246684169987853e-07
2.548000000000000000e+03,5.092473707199141859e-07
2.549000000000000000e+03,5.096705564905840021e-07
2.550000000000000000e+03,5.100942255324225805e-07
2.551000000000000000e+03,5.105183776578382754e-07
2.552000000000000000e+03,5.109430126247378474e-07
2.553000000000000000e+03,5.113681302006328812e-07
2.554000000000000000e+03,5.117937300991821948e-07
2.555000000000000000e+03,5.122198120434908237e-07
2.556000000000000000e+03,5.126463757051265072e-07
2.557000000000000000e+03,5.130734207638860154e-07
2.558000000000000000e+03,5.135009468499100827e-07
