l,Nl
9.310000000000000000e+02,8.050459307554980460e-08
9.320000000000000000e+02,8.064157827717054763e-08
9.330000000000000000e+02,8.077878131004796441e-08
9.340000000000000000e+02,8.091619748216177383e-08
9.350000000000000000e+02,8.105382208949016434e-08
9.360000000000000000e+02,8.119165041574293891e-08
9.370000000000000000e+02,8.132967773625926943e-08
9.380000000000000000e+02,8.146789931780937196e-08
9.390000000000000000e+02,8.160631042106460030e-08
9.400000000000000000e+02,8.174490630346474526e-08
9.410000000000000000e+02,8.188368222329411593e-08
9.420000000000000000e+02,8.202263343813632663e-08
9.430000000000000000e+02,8.216175520901147054e-08
9.440000000000000000e+02,8.230104280342697353e-08
9.450000000000000000e+02,8.244049149508768391e-08
9.460000000000000000e+02,8.258009656701000229e-08
9.470000000000000000e+02,8.271985331280577177e-08
9.480000000000000000e+02,8.285975704140444693e-08
9.490000000000000000e+02,8.299980307538683441e-08
9.500000000000000000e+02,8.313998675424975646e-08
9.510000000000000000e+02,8.328030343735671662e-08
9.520000000000000000e+02,8.342074850730637774e-08
9.530000000000000000e+02,8.356131736989811156e-08
9.540000000000000000e+02,8.370200545754259010e-08
9.550000000000000000e+02,8.384280823081558817e-08
9.560000000000000000e+02,8.398372118195836031e-08
9.570000000000000000e+02,8.412473983651406868e-08
9.580000000000000000e+02,8.426585975537571025e-08
9.590000000000000000e+02,8.440707653494183849e-08
9.600000000000000000e+02,8.454838581075557574e-08
9.610000000000000000e+02,8.468978325617146275e-08
9.620000000000000000e+02,8.483126458759462218e-08
9.630000000000000000e+02,8.497282556320306230e-08
9.640000000000000000e+02,8.511446198515377433e-08
9.650000000000000000e+02,8.525616970298722256e-08
9.660000000000000000e+02,8.539794461280598705e-08
9.670000000000000000e+02,8.553978266228659145e-08
9.680000000000000000e+02,8.568167985147992263e-08
9.690000000000000000e+02,8.582363223478937027e-08
9.700000000000000000e+02,8.596563592338078118e-08
9.710000000000000000e+02,8.610768708879351955e-08
9.720000000000000000e+02,8.624978196073157711e-08
9.730000000000000000e+02,8.639191683227408303e-08
9.740000000000000000e+02,8.653408806085001388e-08
9.750000000000000000e+02,8.667629206724159321e-08
9.760000000000000000e+02,8.681852534129371706e-08
9.770000000000000000e+02,8.696078443939643978e-08
9.780000000000000000e+02,8.710306599025058165e-08
9.790000000000000000e+02,8.724536669238404302e-08
9.800000000000000000e+02,8.738768331680297774e-08
9.810000000000000000e+02,8.753001271084836060e-08
9.820000000000000000e+02,8.767235179458159192e-08
9.830000000000000000e+02,8.781469756623903233e-08
9.840000000000000000e+02,8.795704710022217892e-08
9.850000000000000000e+02,8.809939755101050745e-08
9.860000000000000000e+02,8.824174615436072541e-08
9.870000000000000000e+02,8.838409022809239511e-08
9.880000000000000000e+02,8.852642717331038748e-08
9.890000000000000000e+02,8.866875447841665512e-08
9.900000000000000000e+02,8.881106971718885716e-08
9.910000000000000000e+02,8.895337055442726322e-08
9.920000000000000000e+02,8.909565474567862071e-08
9.930000000000000000e+02,8.923792013651751348e-08
9.940000000000000000e+02,8.938016466708386444e-08
9.950000000000000000e+02,8.952238636978996438e-08
9.960000000000000000e+02,8.966458337065793705e-08
9.970000000000000000e+02,8.980675389023325092e-08
9.980000000000000000e+02,8.994889624656618251e-08
9.990000000000000000e+02,9.009100885454598234e-08
1.000000000000000000e+03,9.023309022566377187e-08
1.001000000000000000e+03,9.037513897057317701e-08
1.002000000000000000e+03,9.051715380053277236e-08
1.003000000000000000e+03,9.065913352854834477e-08
1.004000000000000000e+03,9.080107707100643612e-08
1.005000000000000000e+03,9.094298344887652130e-08
1.006000000000000000e+03,9.108485178937463384e-08
1.007000000000000000e+03,9.122668132392205625e-08
1.008000000000000000e+03,9.136847138652204750e-08
1.009000000000000000e+03,9.151022141165708376e-08
1.010000000000000000e+03,9.165193093260553924e-08
1.011000000000000000e+03,9.179359957763297605e-08
1.012000000000000000e+03,9.193522707151769025e-08
1.013000000000000000e+03,9.207681323169529583e-08
1.014000000000000000e+03,9.221835797139999931e-08
1.015000000000000000e+03,9.235986130073424354e-08
1.016000000000000000e+03,9.250132333151433172e-08
1.017000000000000000e+03,9.264274427675382996e-08
1.018000000000000000e+03,9.278412445722218309e-08
1.019000000000000000e+03,9.292546430265092929e-08
1.020000000000000000e+03,9.306676435175769493e-08
1.021000000000000000e+03,9.320802525512287728e-08
1.022000000000000000e+03,9.334924776859056965e-08
1.023000000000000000e+03,9.349043275443237140e-08
1.024000000000000000e+03,9.363158117799431541e-08
1.025000000000000000e+03,9.377269410549267656e-08
1.026000000000000000e+03,9.391377270058043106e-08
1.027000000000000000e+03,9.405481822373498394e-08
1.028000000000000000e+03,9.419583203211131476e-08
1.029000000000000000e+03,9.433681557891342620e-08
1.030000000000000000e+03,9.447777041323490333e-08
1.031000000000000000e+03,9.461869818109337908e-08
1.032000000000000000e+03,9.475960062359845495e-08
1.033000000000000000e+03,9.490047957797401675e-08
1.034000000000000000e+03,9.504133697739568377e-08
1.035000000000000000e+03,9.518217485033546994e-08
1.036000000000000000e+03,9.532299531701414515e-08
1.037000000000000000e+03,9.546380058869048195e-08
1.038000000000000000e+03,9.560459296574652438e-08
1.039000000000000000e+03,9.574537483524946975e-08
1.040000000000000000e+03,9.588614866898148329e-08
1.041000000000000000e+03,9.602691702433535605e-08
1.042000000000000000e+03,9.616768254063118214e-08
1.043000000000000000e+03,9.630844794337864177e-08
1.044000000000000000e+03,9.644921604229723374e-08
1.045000000000000000e+03,9.658998973220793651e-08
1.046000000000000000e+03,9.673077199615320106e-08
1.047000000000000000e+03,9.687156590121967558e-08
1.048000000000000000e+03,9.701237460336316985e-08
1.049000000000000000e+03,9.715320134323221369e-08
1.050000000000000000e+03,9.729404944074675494e-08
1.051000000000000000e+03,9.743492229251533102e-08
1.052000000000000000e+03,9.757582336806721489e-08
1.053000000000000000e+03,9.771675620909810578e-08
1.054000000000000000e+03,9.785772442240212888e-08
1.055000000000000000e+03,9.799873167734599639e-08
1.056000000000000000e+03,9.813978170556629907e-08
1.057000000000000000e+03,9.828087830013214804e-08
1.058000000000000000e+03,9.842202531351050896e-08
1.059000000000000000e+03,9.856322665669673595e-08
1.060000000000000000e+03,9.870448629887774367e-08
1.061000000000000000e+03,9.884580826482036649e-08
1.062000000000000000e+03,9.898719663450717403e-08
1.063000000000000000e+03,9.912865554048900353e-08
1.064000000000000000e+03,9.927018916922728206e-08
1.065000000000000000e+03,9.941180175669425944e-08
1.066000000000000000e+03,9.955349758795204616e-08
1.067000000000000000e+03,9.969528099617202709e-08
1.068000000000000000e+03,9.983715636046338670e-08
1.069000000000000000e+03,9.997912810311519619e-08
1.070000000000000000e+03,1.001212006891171385e-07
1.071000000000000000e+03,1.002633786233623143e-07
1.072000000000000000e+03,1.004056664501373414e-07
1.073000000000000000e+03,1.005480687485358169e-07
1.074000000000000000e+03,1.006905901318969197e-07
1.075000000000000000e+03,1.008332352449071549e-07
1.076000000000000000e+03,1.009760087612512270e-07
1.077000000000000000e+03,1.011189153824072811e-07
1.078000000000000000e+03,1.012619598370179148e-07
1.079000000000000000e+03,1.014051468761453115e-07
1.080000000000000000e+03,1.015484812725865596e-07
1.081000000000000000e+03,1.016919678195856066e-07
1.082000000000000000e+03,1.018356113266016021e-07
1.083000000000000000e+03,1.019794166197240489e-07
1.084000000000000000e+03,1.021233885391613776e-07
1.085000000000000000e+03,1.022675319360970247e-07
1.086000000000000000e+03,1.024118516718834939e-07
1.087000000000000000e+03,1.025563526166223055e-07
1.088000000000000000e+03,1.027010396483331627e-07
1.089000000000000000e+03,1.028459176479542079e-07
1.090000000000000000e+03,1.029909914984467082e-07
1.091000000000000000e+03,1.031362660850564975e-07
1.092000000000000000e+03,1.032817462908484061e-07
1.093000000000000000e+03,1.034274369951388388e-07
1.094000000000000000e+03,1.035733430707344349e-07
1.095000000000000000e+03,1.037194693823149625e-07
1.096000000000000000e+03,1.038658207836125537e-07
1.097000000000000000e+03,1.040124021157426659e-07
1.098000000000000000e+03,1.041592182043197621e-07
1.099000000000000000e+03,1.043062738595306591e-07
1.100000000000000000e+03,1.044535738714059395e-07
1.101000000000000000e+03,1.046011230098444891e-07
1.102000000000000000e+03,1.047489260252165183e-07
1.103000000000000000e+03,1.048969876430378158e-07
1.104000000000000000e+03,1.050453125627476124e-07
1.105000000000000000e+03,1.051939054559171332e-07
1.106000000000000000e+03,1.053427709667840750e-07
1.107000000000000000e+03,1.054919137086324667e-07
1.108000000000000000e+03,1.056413382624735219e-07
1.109000000000000000e+03,1.057910491751651064e-07
1.110000000000000000e+03,1.059410509562328764e-07
1.111000000000000000e+03,1.060913480777325166e-07
1.112000000000000000e+03,1.062419449710185609e-07
1.113000000000000000e+03,1.063928460283740312e-07
1.114000000000000000e+03,1.065440555979247582e-07
1.115000000000000000e+03,1.066955779815745146e-07
1.116000000000000000e+03,1.068474174371123130e-07
1.117000000000000000e+03,1.069995781724790920e-07
1.118000000000000000e+03,1.071520643478244839e-07
1.119000000000000000e+03,1.073048800715358186e-07
1.120000000000000000e+03,1.074580293985989823e-07
1.121000000000000000e+03,1.076115163320390352e-07
1.122000000000000000e+03,1.077653448175908261e-07
1.123000000000000000e+03,1.079195187450789015e-07
1.124000000000000000e+03,1.080740419466977773e-07
1.125000000000000000e+03,1.082289181928451719e-07
1.126000000000000000e+03,1.083841511940028825e-07
1.127000000000000000e+03,1.085397445983593228e-07
1.128000000000000000e+03,1.086957019899779462e-07
1.129000000000000000e+03,1.088520268863418298e-07
1.130000000000000000e+03,1.090087227383071804e-07
1.131000000000000000e+03,1.091657929294372881e-07
1.132000000000000000e+03,1.093232407740797889e-07
1.133000000000000000e+03,1.094810695147860984e-07
1.134000000000000000e+03,1.096392823221720095e-07
1.135000000000000000e+03,1.097978822941344776e-07
1.136000000000000000e+03,1.099568724556848084e-07
1.137000000000000000e+03,1.101162557562566679e-07
1.138000000000000000e+03,1.102760350694909888e-07
1.139000000000000000e+03,1.104362131923424041e-07
1.140000000000000000e+03,1.105967928448317808e-07
1.141000000000000000e+03,1.107577766672354205e-07
1.142000000000000000e+03,1.109191672216551277e-07
1.143000000000000000e+03,1.110809669891594208e-07
1.144000000000000000e+03,1.112431783694420187e-07
1.145000000000000000e+03,1.114058036797675762e-07
1.146000000000000000e+03,1.115688451545967526e-07
1.147000000000000000e+03,1.117323049444782531e-07
1.148000000000000000e+03,1.118961851156361779e-07
1.149000000000000000e+03,1.120604876488142859e-07
1.150000000000000000e+03,1.122252144407101930e-07
1.151000000000000000e+03,1.123903673027932323e-07
1.152000000000000000e+03,1.125559479588989327e-07
1.153000000000000000e+03,1.127219580457057936e-07
1.154000000000000000e+03,1.128883991120263703e-07
1.155000000000000000e+03,1.130552726173093893e-07
1.156000000000000000e+03,1.132225799347017992e-07
1.157000000000000000e+03,1.133903223457160226e-07
1.158000000000000000e+03,1.135585010432530701e-07
1.159000000000000000e+03,1.137271171281067030e-07
1.160000000000000000e+03,1.138961716119801674e-07
1.161000000000000000e+03,1.140656654139352865e-07
1.162000000000000000e+03,1.142355993614765703e-07
1.163000000000000000e+03,1.144059741907777441e-07
1.164000000000000000e+03,1.145767905458435426e-07
1.165000000000000000e+03,1.147480489767674433e-07
1.166000000000000000e+03,1.149197499427077030e-07
1.167000000000000000e+03,1.150918938081954194e-07
1.168000000000000000e+03,1.152644808460929655e-07
1.169000000000000000e+03,1.154375112357899685e-07
1.170000000000000000e+03,1.156109850622975268e-07
1.171000000000000000e+03,1.157849023201993811e-07
1.172000000000000000e+03,1.159592629088824431e-07
1.173000000000000000e+03,1.161340666345133476e-07
1.174000000000000000e+03,1.163093132110603842e-07
1.175000000000000000e+03,1.164850022583829349e-07
1.176000000000000000e+03,1.166611333032329322e-07
1.177000000000000000e+03,1.168377057812258382e-07
1.178000000000000000e+03,1.170147190359048058e-07
1.179000000000000000e+03,1.171921723167832913e-07
1.180000000000000000e+03,1.173700647822930333e-07
1.181000000000000000e+03,1.175483954997860515e-07
1.182000000000000000e+03,1.177271634465457129e-07
1.183000000000000000e+03,1.179063675078088167e-07
1.184000000000000000e+03,1.180860064797328837e-07
1.185000000000000000e+03,1.182660790674153295e-07
1.186000000000000000e+03,1.184465838898544046e-07
1.187000000000000000e+03,1.186275194760028809e-07
1.188000000000000000e+03,1.188088842677556426e-07
1.189000000000000000e+03,1.189906766199573629e-07
1.190000000000000000e+03,1.191728948014286706e-07
1.191000000000000000e+03,1.193555369949867443e-07
1.192000000000000000e+03,1.195386013004717076e-07
1.193000000000000000e+03,1.197220857328055074e-07
1.194000000000000000e+03,1.199059882230206496e-07
1.195000000000000000e+03,1.200903066223297808e-07
1.196000000000000000e+03,1.202750387012029000e-07
1.197000000000000000e+03,1.204601821494568524e-07
1.198000000000000000e+03,1.206457345773366726e-07
1.199000000000000000e+03,1.208316935196507470e-07
1.200000000000000000e+03,1.210180564328847607e-07
1.201000000000000000e+03,1.212048206993535880e-07
1.202000000000000000e+03,1.213919836263151637e-07
1.203000000000000000e+03,1.215795424479126772e-07
1.204000000000000000e+03,1.217674943281512837e-07
1.205000000000000000e+03,1.219558363567462405e-07
1.206000000000000000e+03,1.221445655561796703e-07
1.207000000000000000e+03,1.223336788775765702e-07
1.208000000000000000e+03,1.225231732078246789e-07
1.209000000000000000e+03,1.227130453634268971e-07
1.210000000000000000e+03,1.229032920976628451e-07
1.211000000000000000e+03,1.230939100985503988e-07
1.212000000000000000e+03,1.232848959919878906e-07
1.213000000000000000e+03,1.234762463417822733e-07
1.214000000000000000e+03,1.236679576507940701e-07
1.215000000000000000e+03,1.238600263609812888e-07
1.216000000000000000e+03,1.240524488587144467e-07
1.217000000000000000e+03,1.242452214728254836e-07
1.218000000000000000e+03,1.244383404779116935e-07
1.219000000000000000e+03,1.246318020944917104e-07
1.220000000000000000e+03,1.248256024923663236e-07
1.221000000000000000e+03,1.250197377908357682e-07
1.222000000000000000e+03,1.252142040621302878e-07
1.223000000000000000e+03,1.254089973295871080e-07
1.224000000000000000e+03,1.256041135732269569e-07
1.225000000000000000e+03,1.257995487279812784e-07
1.226000000000000000e+03,1.259952986872473352e-07
1.227000000000000000e+03,1.261913593032515860e-07
1.228000000000000000e+03,1.263877263906804658e-07
1.229000000000000000e+03,1.265843957249976488e-07
1.230000000000000000e+03,1.267813630461259157e-07
1.231000000000000000e+03,1.269786240589136306e-07
1.232000000000000000e+03,1.271761744369052018e-07
1.233000000000000000e+03,1.273740098207421224e-07
1.234000000000000000e+03,1.275721258262561845e-07
1.235000000000000000e+03,1.277705180408253850e-07
1.236000000000000000e+03,1.279691820273053224e-07
1.237000000000000000e+03,1.281681133246626461e-07
1.238000000000000000e+03,1.283673074541365584e-07
1.239000000000000000e+03,1.285667599156918911e-07
1.240000000000000000e+03,1.287664661942507269e-07
1.241000000000000000e+03,1.289664217604836336e-07
1.242000000000000000e+03,1.291666220707095823e-07
1.243000000000000000e+03,1.293670625698753061e-07
1.244000000000000000e+03,1.295677386958257756e-07
1.245000000000000000e+03,1.297686458780765309e-07
1.246000000000000000e+03,1.299697795443225203e-07
1.247000000000000000e+03,1.301711351171260432e-07
1.248000000000000000e+03,1.303727080204985663e-07
1.249000000000000000e+03,1.305744936788169190e-07
1.250000000000000000e+03,1.307764875235126825e-07
1.251000000000000000e+03,1.309786849920812411e-07
1.252000000000000000e+03,1.311810815283003962e-07
1.253000000000000000e+03,1.313836725877537088e-07
1.254000000000000000e+03,1.315864536380617135e-07
1.255000000000000000e+03,1.317894201579170686e-07
1.256000000000000000e+03,1.319925676417196787e-07
1.257000000000000000e+03,1.321958916008766260e-07
1.258000000000000000e+03,1.323993875663377901e-07
1.259000000000000000e+03,1.326030510855543107e-07
1.260000000000000000e+03,1.328068777316558199e-07
1.261000000000000000e+03,1.330108630982912434e-07
1.262000000000000000e+03,1.332150028066745002e-07
1.263000000000000000e+03,1.334192925071248316e-07
1.264000000000000000e+03,1.336237278795764775e-07
1.265000000000000000e+03,1.338283046329427129e-07
1.266000000000000000e+03,1.340330185123327012e-07
1.267000000000000000e+03,1.342378652985167253e-07
1.268000000000000000e+03,1.344428408085464272e-07
1.269000000000000000e+03,1.346479408974786791e-07
1.270000000000000000e+03,1.348531614612895092e-07
1.271000000000000000e+03,1.350584984364230032e-07
1.272000000000000000e+03,1.352639478050141101e-07
1.273000000000000000e+03,1.354695055945148092e-07
1.274000000000000000e+03,1.356751678807403315e-07
1.275000000000000000e+03,1.358809307875544874e-07
1.276000000000000000e+03,1.360867904876975088e-07
1.277000000000000000e+03,1.362927432070323578e-07
1.278000000000000000e+03,1.364987852231781976e-07
1.279000000000000000e+03,1.367049128698203874e-07
1.280000000000000000e+03,1.369111225399451691e-07
1.281000000000000000e+03,1.371174106811423928e-07
1.282000000000000000e+03,1.373237738057031821e-07
1.283000000000000000e+03,1.375302084859803904e-07
1.284000000000000000e+03,1.377367113577309137e-07
1.285000000000000000e+03,1.379432791246308788e-07
1.286000000000000000e+03,1.381499085571416518e-07
1.287000000000000000e+03,1.383565964947929889e-07
1.288000000000000000e+03,1.385633398450705905e-07
1.289000000000000000e+03,1.387701355880360316e-07
1.290000000000000000e+03,1.389769807752661431e-07
1.291000000000000000e+03,1.391838725299130726e-07
1.292000000000000000e+03,1.393908080502708220e-07
1.293000000000000000e+03,1.395977846075690711e-07
1.294000000000000000e+03,1.398047995472571204e-07
1.295000000000000000e+03,1.400118502937650900e-07
1.296000000000000000e+03,1.402189343495451842e-07
1.297000000000000000e+03,1.404260492952423156e-07
1.298000000000000000e+03,1.406331927933923833e-07
1.299000000000000000e+03,1.408403625863207047e-07
1.300000000000000000e+03,1.410475565022193713e-07
1.301000000000000000e+03,1.412547724507441856e-07
1.302000000000000000e+03,1.414620084291811411e-07
1.303000000000000000e+03,1.416692625158506819e-07
1.304000000000000000e+03,1.418765328764723088e-07
1.305000000000000000e+03,1.420838177646450583e-07
1.306000000000000000e+03,1.422911155188898758e-07
1.307000000000000000e+03,1.424984245654557560e-07
1.308000000000000000e+03,1.427057434201122234e-07
1.309000000000000000e+03,1.429130706862726515e-07
1.310000000000000000e+03,1.431204050591737089e-07
1.311000000000000000e+03,1.433277453240340946e-07
1.312000000000000000e+03,1.435350903578871996e-07
1.313000000000000000e+03,1.437424391301410225e-07
1.314000000000000000e+03,1.439497907044336481e-07
1.315000000000000000e+03,1.441571442368580511e-07
1.316000000000000000e+03,1.443644989754107048e-07
1.317000000000000000e+03,1.445718542630090296e-07
1.318000000000000000e+03,1.447792095321513006e-07
1.319000000000000000e+03,1.449865643103384258e-07
1.320000000000000000e+03,1.451939182147165424e-07
1.321000000000000000e+03,1.454012709551151383e-07
1.322000000000000000e+03,1.456086223334781376e-07
1.323000000000000000e+03,1.458159722421120508e-07
1.324000000000000000e+03,1.460233206655122575e-07
1.325000000000000000e+03,1.462306676786146772e-07
1.326000000000000000e+03,1.464380134510573511e-07
1.327000000000000000e+03,1.466453582430375511e-07
1.328000000000000000e+03,1.468527024071511643e-07
1.329000000000000000e+03,1.470600463890983513e-07
1.330000000000000000e+03,1.472673907246748059e-07
1.331000000000000000e+03,1.474747360404649449e-07
1.332000000000000000e+03,1.476820830532389806e-07
1.333000000000000000e+03,1.478894325706686889e-07
1.334000000000000000e+03,1.480967854907162761e-07
1.335000000000000000e+03,1.483041427974546411e-07
1.336000000000000000e+03,1.485115055653134726e-07
1.337000000000000000e+03,1.487188749549052295e-07
1.338000000000000000e+03,1.489262522148152388e-07
1.339000000000000000e+03,1.491336386773952246e-07
1.340000000000000000e+03,1.493410357630073930e-07
1.341000000000000000e+03,1.495484449733409976e-07
1.342000000000000000e+03,1.497558678981137208e-07
1.343000000000000000e+03,1.499633062059074386e-07
1.344000000000000000e+03,1.501707616508455931e-07
1.345000000000000000e+03,1.503782360658930032e-07
1.346000000000000000e+03,1.505857313670401014e-07
1.347000000000000000e+03,1.507932495490735395e-07
1.348000000000000000e+03,1.510007926872698575e-07
1.349000000000000000e+03,1.512083629356309286e-07
1.350000000000000000e+03,1.514159625235808484e-07
1.351000000000000000e+03,1.516235937541476461e-07
1.352000000000000000e+03,1.518312590056647095e-07
1.353000000000000000e+03,1.520389607276886946e-07
1.354000000000000000e+03,1.522467014429477013e-07
1.355000000000000000e+03,1.524544837382359872e-07
1.356000000000000000e+03,1.526623102713330620e-07
1.357000000000000000e+03,1.528701837643879629e-07
1.358000000000000000e+03,1.530781070032718041e-07
1.359000000000000000e+03,1.532860828409924575e-07
1.360000000000000000e+03,1.534941141920196704e-07
1.361000000000000000e+03,1.537022040306029110e-07
1.362000000000000000e+03,1.539103553926291761e-07
1.363000000000000000e+03,1.541185713739395135e-07
1.364000000000000000e+03,1.543268551271132083e-07
1.365000000000000000e+03,1.545352098622622465e-07
1.366000000000000000e+03,1.547436388438031937e-07
1.367000000000000000e+03,1.549521453886543644e-07
1.368000000000000000e+03,1.551607328655196029e-07
1.369000000000000000e+03,1.553694046956092672e-07
1.370000000000000000e+03,1.555781643468023188e-07
1.371000000000000000e+03,1.557870153317387519e-07
1.372000000000000000e+03,1.559959612121735015e-07
1.373000000000000000e+03,1.562050055893652664e-07
1.374000000000000000e+03,1.564141521083906859e-07
1.375000000000000000e+03,1.566234044536054881e-07
1.376000000000000000e+03,1.568327663478119878e-07
1.377000000000000000e+03,1.570422415476384169e-07
1.378000000000000000e+03,1.572518338478354189e-07
1.379000000000000000e+03,1.574615470740348704e-07
1.380000000000000000e+03,1.576713850844455616e-07
1.381000000000000000e+03,1.578813517651129089e-07
1.382000000000000000e+03,1.580914510342018181e-07
1.383000000000000000e+03,1.583016868346294562e-07
1.384000000000000000e+03,1.585120631357100575e-07
1.385000000000000000e+03,1.587225839309361472e-07
1.386000000000000000e+03,1.589332532343882067e-07
1.387000000000000000e+03,1.591440750784453554e-07
1.388000000000000000e+03,1.593550535127310065e-07
1.389000000000000000e+03,1.595661926017934263e-07
1.390000000000000000e+03,1.597774964239978940e-07
1.391000000000000000e+03,1.599889690665309548e-07
1.392000000000000000e+03,1.602006146268570780e-07
1.393000000000000000e+03,1.604124372076675882e-07
1.394000000000000000e+03,1.606244409182880628e-07
1.395000000000000000e+03,1.608366298722216991e-07
1.396000000000000000e+03,1.610490081832452592e-07
1.397000000000000000e+03,1.612615799681761683e-07
1.398000000000000000e+03,1.614743493402777015e-07
1.399000000000000000e+03,1.616873204093425220e-07
1.400000000000000000e+03,1.619004972803072005e-07
1.401000000000000000e+03,1.621138840506586792e-07
1.402000000000000000e+03,1.623274848090118389e-07
1.403000000000000000e+03,1.625413036325649330e-07
1.404000000000000000e+03,1.627553445883800889e-07
1.405000000000000000e+03,1.629696117281626211e-07
1.406000000000000000e+03,1.631841090868197776e-07
1.407000000000000000e+03,1.633988406798183416e-07
1.408000000000000000e+03,1.636138105070462282e-07
1.409000000000000000e+03,1.638290225447960584e-07
1.410000000000000000e+03,1.640444807495882162e-07
1.411000000000000000e+03,1.642601890527548668e-07
1.412000000000000000e+03,1.644761513615561079e-07
1.413000000000000000e+03,1.646923715536894755e-07
1.414000000000000000e+03,1.649088534783509322e-07
1.415000000000000000e+03,1.651256009533679785e-07
1.416000000000000000e+03,1.653426177662277385e-07
1.417000000000000000e+03,1.655599076684588292e-07
1.418000000000000000e+03,1.657774743766057922e-07
1.419000000000000000e+03,1.659953215692300145e-07
1.420000000000000000e+03,1.662134528851498593e-07
1.421000000000000000e+03,1.664318719230716768e-07
1.422000000000000000e+03,1.666505822397838508e-07
1.423000000000000000e+03,1.668695873470366731e-07
1.424000000000000000e+03,1.670888907150936091e-07
1.425000000000000000e+03,1.673084957641456124e-07
1.426000000000000000e+03,1.675284058677863163e-07
1.427000000000000000e+03,1.677486243498110958e-07
1.428000000000000000e+03,1.679691544849403280e-07
1.429000000000000000e+03,1.681899994955678181e-07
1.430000000000000000e+03,1.684111625524262495e-07
1.431000000000000000e+03,1.686326467712943696e-07
1.432000000000000000e+03,1.688544552108460292e-07
1.433000000000000000e+03,1.690765908720329866e-07
1.434000000000000000e+03,1.692990566986304761e-07
1.435000000000000000e+03,1.695218555766010072e-07
1.436000000000000000e+03,1.697449903290726233e-07
1.437000000000000000e+03,1.699684637184028307e-07
1.438000000000000000e+03,1.701922784466096049e-07
1.439000000000000000e+03,1.704164371491389497e-07
1.440000000000000000e+03,1.706409423951950011e-07
1.441000000000000000e+03,1.708657966897500370e-07
1.442000000000000000e+03,1.710910024710944604e-07
1.443000000000000000e+03,1.713165621100247598e-07
1.444000000000000000e+03,1.715424779101237182e-07
1.445000000000000000e+03,1.717687521041188067e-07
1.446000000000000000e+03,1.719953868540917988e-07
1.447000000000000000e+03,1.722223842505731595e-07
1.448000000000000000e+03,1.724497463127133847e-07
1.449000000000000000e+03,1.726774749873393266e-07
1.450000000000000000e+03,1.729055721462756375e-07
1.451000000000000000e+03,1.731340395881506441e-07
1.452000000000000000e+03,1.733628790356364758e-07
1.453000000000000000e+03,1.735920921370815091e-07
1.454000000000000000e+03,1.738216804635404052e-07
1.455000000000000000e+03,1.740516455075254777e-07
1.456000000000000000e+03,1.742819886856071366e-07
1.457000000000000000e+03,1.745127113343124490e-07
1.458000000000000000e+03,1.747438147098518386e-07
1.459000000000000000e+03,1.749752999924565825e-07
1.460000000000000000e+03,1.752071682804200137e-07
1.461000000000000000e+03,1.754394205887190020e-07
1.462000000000000000e+03,1.756720578543165650e-07
1.463000000000000000e+03,1.759050809319594996e-07
1.464000000000000000e+03,1.761384905937411275e-07
1.465000000000000000e+03,1.763722875305515222e-07
1.466000000000000000e+03,1.766064723487378688e-07
1.467000000000000000e+03,1.768410455715164423e-07
1.468000000000000000e+03,1.770760076413258236e-07
1.469000000000000000e+03,1.773113589126154198e-07
1.470000000000000000e+03,1.775470996598885714e-07
1.471000000000000000e+03,1.777832300704589650e-07
1.472000000000000000e+03,1.780197502496069991e-07
1.473000000000000000e+03,1.782566602161468371e-07
1.474000000000000000e+03,1.784939599076047434e-07
1.475000000000000000e+03,1.787316491728289591e-07
1.476000000000000000e+03,1.789697277800535881e-07
1.477000000000000000e+03,1.792081954094687416e-07
1.478000000000000000e+03,1.794470516583652042e-07
1.479000000000000000e+03,1.796862960423999019e-07
1.480000000000000000e+03,1.799259279891179257e-07
1.481000000000000000e+03,1.801659468449750437e-07
1.482000000000000000e+03,1.804063518688456176e-07
1.483000000000000000e+03,1.806471422390330172e-07
1.484000000000000000e+03,1.808883170496894243e-07
1.485000000000000000e+03,1.811298753119750768e-07
1.486000000000000000e+03,1.813718159533832360e-07
1.487000000000000000e+03,1.816141378218120068e-07
1.488000000000000000e+03,1.818568396819729174e-07
1.489000000000000000e+03,1.820999202165023066e-07
1.490000000000000000e+03,1.823433780282290423e-07
1.491000000000000000e+03,1.825872116383455922e-07
1.492000000000000000e+03,1.828314194916538841e-07
1.493000000000000000e+03,1.830759999517665734e-07
1.494000000000000000e+03,1.833209513033900345e-07
1.495000000000000000e+03,1.835662717564079073e-07
1.496000000000000000e+03,1.838119594422549487e-07
1.497000000000000000e+03,1.840580124150287105e-07
1.498000000000000000e+03,1.843044286567863806e-07
1.499000000000000000e+03,1.845512060727177806e-07
1.500000000000000000e+03,1.847983424964631707e-07
1.501000000000000000e+03,1.850458356882613181e-07
1.502000000000000000e+03,1.852936833372637236e-07
1.503000000000000000e+03,1.855418830624109564e-07
1.504000000000000000e+03,1.857904324115149731e-07
1.505000000000000000e+03,1.860393288650777015e-07
1.506000000000000000e+03,1.862885698324052504e-07
1.507000000000000000e+03,1.865381526584152747e-07
1.508000000000000000e+03,1.867880746198085987e-07
1.509000000000000000e+03,1.870383329258224667e-07
1.510000000000000000e+03,1.872889247234985315e-07
1.511000000000000000e+03,1.875398470954421617e-07
1.512000000000000000e+03,1.877910970620871164e-07
1.513000000000000000e+03,1.880426715794497958e-07
